,comment,sentiment
1619,대박,0.0
1620,와 펀치력 쎄다,0.0
1621,저렇게 대응하고 싶다,0.0
1622,대한민국 내에서도 벌어지는 인종차별도 장난 아닙니다 한국 사람이 동남아 등 해외 이주자에게 하는 짓 장난 아니죠 우리부터 잘하자,0.0
1623,맞아요 이 부분 아시는 분은 거의 없던데 언급해 주셨네요,0.0
1624,멋진 반격이네요 와우,0.0
1625,마스크 안 쓴 거 불편하네,0.0
1626,백인 혐오를 멈춰주세요,0.0
1627,흑인이나 황인 건드시면 큰 코 다치십니다,0.0
1628,지하철 마스크 어디감,0.0
1629,서로가 차별하지 ㅋ 그냥 그 나라에 어느 인종이 더 많냐로 갈림,0.0
1630,중국 인도 깨어 있는 사람이 있어 요중국을 너무 머라 하지 마세 여지식인들 빼고는 중국 욕찬성,0.0
1631,중국에서 코로나 만들어서 최대 피해자는 미국 같은 아메리카 임 그래서 요즘 인종 차별이 심해진 거고 조심하세요,0.0
1632,우리도 차별 하자나 요 동남아인들,0.0
1633,흑인은 원래 저랬는데 뭔 새삼스레,0.0
1634,제 생각엔 단지 폭력만으로 차별의 유무와 그 정도를 판단하기 힘들다고 생각해요,0.0
1635,인종차별은 백인 보단 흑인이 더 하던 데,0.0
1636,이런 거 올릴 거면 흑인들이 아시아인들 차별하는 것도 같이 올리시죠 이런 거 보면 꼭 백인만 나쁜 것처럼 올림,0.0
1637,두 번째는 동양인이였으면 아무도 인종 차별이라고 안했겠지,0.0
1638,인종차별은 아니더라도 우리나라도 동남아나 중국 무시하고 차별하는 건 같지 않나,0.0
1639,우리나라도 개선해야 할 문제지만 외국처럼 죽이거나 폭행하는 일은 별로 없음 코로나 하고 동북공정 때문에 중국 혐오가 많아진 거고 인종 차별이 아니라,0.0
1640,ㄴㄴ 몸이 경직된 걸 봐서 턱 맞고 기절한 거임,0.0
1641,한국인은 건들 지 말아라 그러다 진짜 큰일 난다 터지면 단결력 짱이다,0.0
1642,고소하다,0.0
1643,이래서 무술 하나씩은 배워둬야 해,0.0
1644,선진국은 범죄자 얼굴 모자이크 안 하네,0.0
1645,흐켱 전광석화 같은 훅보소,0.0
1646,왜 얼굴 맞고 기절하는 거에 요 진짜 몰라서 물어보는 거예요,0.0
1647,쳐맞을 거라고 생각을 안하니까 무례하게 굴지,0.0
1648,흑인이 한국인 패는 건 왜 안나옴,0.0
1649,원래 영국 놈들이 인종 차별 겁나게 지 나침,0.0
1650,한국에는 뭐 인종 차별 없는 줄 아냐 남의 일이 아니여,0.0
1651,ㅇ 사람 죽이면 어느 나라든 살인죄임,0.0
1652,우리나라 같으면 살인미수나 살인죄로 잡히가겠지,0.0
1653,생명이 있는 것은 모두 소중한 거예요인종 차별 하지 맙시다,0.0
1654,저거 손님 때 릴 때 점원도 발로 차던데 좀 중요한 부위를 맞는 것 같은 데,0.0
1655,97년도 국딩 때 과외 선생님이 한 말이 아직도 생각난 다 선빵이 90는 먹고 들어간다고,0.0
1656,봐라 이래서 사람은 배워야 한다 권투를,0.0
1657,ㅋㅋㅋㅋ 인종차별 안 되지 무서운 모르고 ㅋㅋㅋㅋ,0.0
1658,내 가게 진상 손님에게 저렇게 할 수만 있다면,0.0
1659,조회수 미쳤네ㅋㅋㅋㅋㅋㅋ 한 달 이내 1000만 각,0.0
1660,인종차별 영상에 인종 차별 댓글이라니,0.0
1661,첫 번째 사장님 중국인이 시지만 너무 통쾌했음 어찌 보면 백인 놈들이 더한 경우가 허다함,0.0
1662,개속 시원하네 우리나라에서 저랬다간 그래도 참으셨어야 죠 집행유예입니다,0.0
1663,외국 나갈 때는 3개월 전 부터 태권도 필수 다 빡세게 배우겠습니다 우리나라도 정당방위 인정 좀 하자 판사들아,0.0
1664,ㅋㅋㅋ 아우 꼬시다못된 사람들인종차별이 왠말인가,0.0
1665,저렇게 길에서 맞고 쓸어지면 바닥이 딱딱해서 뇌출혈이나 뇌진탕 올 수도 있어서 구급차 불어야 된다고 들었어요,0.0
1666,뭐 야 나는 코로나 전인 줄 알았는데 다른 사람들은 다 마스크 쓰고 있네ㅋㅋㅋㅋㅋ,0.0
1667,우리나라 공권력은 맞는 사람 지켜주지도 못하면서 자기 몸을 지키기 위해 대항하면 쌍방 폭행 거리에서 맞고 있는 사람 구경만 하는 이 유도 여기에 있다 말리려고 끼어들었다가는 쌍방 폭행으로 엮어버리는 우리의 거룩한 판사님들,0.0
1668,신사의 나라 신사 좀 되자,0.0
1669,정당방위 인 정 되는 외국에서 볼 수 있네 우리나라면 쌍방 폭행으로 맞고 참아야 하는데,0.0
1670,사람 피부색 가지고 차별하는 더러븐 세상,0.0
1671,백인들이 인종 차별 문재는 어제오늘이 아녀 조금 좋아 젖는 지는 몰라도 사람 죽여 잘 사는 게 유렵놈들 아닌가 조심들 하세요 먹고살기 힘들어지면 언제 또 인간 사냥 시작할지 모르는 일이요,0.0
1672,매미킴이 11에서 질까봐 안 가는 게 아니다 총 맞을까봐 안하는 거,0.0
1673,교육의 처절함을 느낀다,0.0
1674,잘못한 거는 인 정무방비 상대에게 펀치 날리는 것도 비겁한 행동,0.0
1675,당연히 인종 차별은 안 됩니다 하지만 인종 차별하면 폭력을 행사해도 괜찮다는 이런 뉘앙스의 영상은 정말 많이 별로 네요,0.0
1676,인종차별 주의자들께 아쥬 유익한 영상 입니다,0.0
1677,흑인들이 아시아계 인종차별 더함,0.0
1678,우리나라 같으면 견찰들의 회유로 고소고발로 이어져서 법적 처벌을 받는 다 불의에도 참을 수밖에 없다,0.0
1679,ㄴㄴ 격투기 보면 당할 때 저렇게 기절하는 경우 허다함 보통은 그냥 기절한 거임,0.0
1680,턱 맞으면 뇌가 흔들리면서 그대로 가거든요 프로들도 턱 맞으면 넉다운 당하는 게 턱에 충격이 가면 뇌까지 다이렉트로 충격이감,0.0
1681,저렇게 맞는 건 뒤질 확률이 엄청 높지 알고 맞는 거랑 모르고 맞는 건 데미지가 달라,0.0
1682,쿵 후가 약한 게 아니다 종합격투기가 너무 강한 거지 일반인 청년을 상대로 쿵 후 유단자 할배 찌르기가 턱에 들오가니 한방에 뻗는다,0.0
1683,속이 다시 원하다 이 세상에 인종 차별 주위자가 사라지기를,0.0
1684,에효 왜 저러냐,0.0
1685,사이다,0.0
1686,마동석이 왜 몸을 키웠는지 알게 되는 부분,0.0
1687,아 웃겨 속이 다 시원하네 아침부터 사이다 한 사발,0.0
1688,흑인들 존중합니다,0.0
1689,총들고와 서 보복할까 꺼림직하넹,0.0
1690,아시아를 공격하는 사람들 99는 흑인입니다 뭘 알고 뉴스 내보내세요,0.0
1691,아시아인을 공격하는 사람이 대부분 흑인이라고 차별 받아도 됩니까 흑인이든 아시아인이든 차별 받지 않을 권리가 있어요,0.0
1692,지하철은 그래도 되지만 매장 사장은 저러면 안 됩니다 폭력으로 문제를 해결하면 결국 사업 접어야 할 일이 생길 수도 있습니다,0.0
1693,누구나 처 맞기 전에는 모른다 ㅋㅋ,0.0
1694,우리나라였으면 때린 사람이 고소 먹겠지,0.0
1695,저 손님 그 와중에 마스크 안 쓰네 무개념이다,0.0
1696,이런 대우 받으면서 외국에 살일이야,0.0
1697,차별당하는 흑인들이 그맘 잘 알텐데 아시아계 차별하는 흑인들이 왜 더 많은 지 궁금하네요,0.0
1698,아시아인들은 항상 당하고 있는 뉴스만 보고 좀 답답햐다 생각했는데 참교육이네,0.0
1699,때리 신 분들 거의 박 새로이 네ㄷㄷ,0.0
1700,애완동물 ㄴㄴ 반려동물 입니다,0.0
1701,백인 적색 계통으로 보이는 데,0.0
1702,인종차별은 하지 않는 게 당연한 겁니다 지구인끼리 잘 지내야 합니다,0.0
1703,좋아할 일은 아닌데 죽을 수도 있는데 어 휴 미국은 위험한 나라,0.0
1704,지하철 남자는 좀 위험했다 쓰러지면서 뒤에 머리 부딪혀 뇌출혈 생기면,0.0
1705,통쾨하지 왜 솔직이 흑인 분들 보면 덩치도 있고 약간 무섭긴 해요 근대 백인 분들도 그것 또한 무섭더라구 요 왜 난 영어를 못하니 꽌 ㅜㅡㅜ 혹시나 한태말 걸면 어쩌지 아는 단어는 달랑 2개 몰라 안뇽이다인대 ㅋㄷ,0.0
1706,턱 중앙엔 신경이 있기에 아무리 건장한 선수도 제대로 맞으면 기절하죠 물론 선수분들은 더킹으로 피하지만,0.0
1707,어째 엠빅 뉴스에서 유색인종이란 단어를 쓸까 요백인 기준에서 만들어낸 차별적인 단어에 요정 정 바랍니다,0.0
1708,인종 차별이나 우리나라 지역 차별이나,0.0
1709,다 같은 한민족이에 요인종차별 하는 건 배우 지 못한 사람들이 하는 것임 세겨 들으세요 우리도 예외는 없음 상대가 다르다고 평견 하지 마시길 가만이 지켜보면 엄청 심 함니다 우리도 어려울 때 해외 나가서 돈 벌고 한국이 발전해서 해외에서 한국 많이 들어 옴 다 같은 민족이 늬 평견 하지 마시길 평견 하다가 본인이 다 칠 것임절 대 잘 햇단 소리 못 들으니,0.0
1710,흑인이 아시아인을 대상으로 하는 인종 차별이 더 심해요 ㅋㅋ,0.0
1711,와 속이 후련하네,0.0
1712,오타 미치갰다,0.0
1713,속시원하다,0.0
1714,아냐 폭력으로 하지 말고 그냥 애초에 차별이 없게끔 우리 인종의 위상을 높이게끔 노력하자 멋들어진 사람들은 어 딜 가도 무시 안 당하듯이 우리는 우리 인종 자체가 멋들어진 인종이 되게끔 노력하자 저들처럼 똑같이 주먹 쓰는 순간 우리도 차별주의자와 똑같은 급이 되는 거야,0.0
1715,여전히 코로나가 심한데 마스크 안 끼는 게 더 신기하다,0.0
1716,57256256 팔뚝 봐라 ㄷㄷ 잠들만하다 ㅋㅋㅋㅋ,0.0
1717,문제는 흑인이 아시아계를 더 못 살게 굼,0.0
1718,57116116 한두 번 해봄 솜씨가 아닌데 저 가게에 진상이 너무 많아서 주먹으로 해결하셨나 ㄷㄷ,0.0
1719,오른쪽 맞고 발에 야추맞은 듯 ㅌㅋㅋㅋㅋㅋ,0.0
1720,두 번째 건 공항 도둑 잉글 버전이냐 ㅋㅋ,0.0
1721,지하철 노약자 석에 백인 세 명 앉아서 소주에 빨대 꽂아서 마시는 데 아무도 뭐라 하는 사람 없더라고요 해운대도 백인들이 마스크 벗고 파티해도 아무 말도 못하는 나약하기 그 지 없는 민족이 죠 정말 너무나 나 약한 서로 싸우고 댓글로 테러나 하는,0.0
1722,여자 남자가 어디 있겠습니까 인종 차별주의자와 피해자만 있는데,0.0
1723,인종차별 하지 마세요,0.0
1724,57257257 잘했네 인종 차별 한 사람은 이 세상에서 사라져야 함 57258258,0.0
1725,인종차별을 저렇게 떳떳하게 하는 것도 정말 문제지만 사람이 저렇게 기절해 버렸는데 그냥 웃고 있는 것도 끔찍하다 유럽과 미국은 세계 각국은 정말 인종 차별과 문화가 하나가 되지 못하여 정말 많은 갈등과 혐오로 사회적 비용이 소모된다한국은 한 가지의 문화와 역사를 공유하면서도 조신일보라는 기 득권을 위해 국민을 분열시키고 갈등을 조장하고 가짜뉴스로 프레임 씌우는 언론 때문에  유럽 미국과 같은 사회적 자본이 소요되고 있다 정말 끔찍한 일이 다,0.0
1726,해외 사시는 분들 건강하세요 지켜내시길,0.0
1727,웰던 웰던 ㅋㅋㅋㅋㅋ,0.0
1728,사장님 내가 그냥 가라 했자나,0.0
1729,진짜 초등학생도 안 할 거 같은 짓을 다 큰 어른이 하면 어디서부터 잘못된 걸까 라는 생각 밖에는,0.0
1730,백인 사망 했다고 하네요,0.0
1731,나도 어릴 적 학창 시절 때 매일 같이 날 괴롭히던 자식 어느 날 뒤지게 팼더니 쌤한테 둘이 불려가서 쌤리 그 녀 석한테 하는 말이 굼벵이 도 밞으면 꿈틀거린다고 얘기하는 걸 들었음 얼마나 기분이 드럽던 지 나 보고 굼벵이라는 소리잖아 ㅋㅋ 생각하는 수준 토악질 나오더라 ㅉ 선생이란 새끼가,0.0
1732,민주주의는 시민의 피를 먹고 성장한다고 하던데 인권도 마찬가지다 저항하지 않으면 인권은 성장할 수 없다 불의에 저항하자,0.0
1733,백인들 보고 손가락질 하기 전에 우리 스스로 좀 돌아 봅시다 차라리 백인들은 저게 나쁜 짓이라는 걸 아니깐 주변에서 말리거나 비난이라도 하지 한국에서는 아무도 안 말리고 표현의 자유라는 개소리 변명으로 아무렇지 않게 인종 차별 합니다 썩을,0.0
1734,사이다 한 방 시원하네요 굿,0.0
1735,내 속이 다 시원해진 다 ㅋㅋㅋ,0.0
1736,와 ㅋㅋㅋㅋㅋ 스트레이트펀치 보소,0.0
1737,댓글 무섭다 저인간들의 행동이 그렇다고 폭력이 정당하다고 본인들이 매일 즐겨 먹는 소한테 물어 뜾겨봐야 아 세상이 이런 거구나 할 듯,0.0
1738,속이 뻥,0.0
1739,속이 후련하다,0.0
1740,여태껏 차별 영상으로 여 자랑 노인만 올라온 이유ㅋㅋ,0.0
1741,아유 속이 다 시원하네,0.0
1742,흑인 펀치 주먹 자체 보단 뒤로 넘어가면서 모서리 가 드라인에 머리 박아 뇌혈관 터진 거 같은데 동공반사 없어 보임,0.0
1743,우리는 바로 경찰에 신고해야지 5분이면 올 텐데,0.0
1744,유색인종이라는 말도 좀 인종 차별적인데,0.0
1745,아니 ㅋㅋㅋㅋㅋ 그냥 때리면 아 별로 사이다는 아닌데 저렇게 넉다운 되니까 씹 사이다를 넘어서 슈퍼제네럴 사이 단 데,0.0
1746,강자존,0.0
1747,한국이었으면 정당방위 성립 안 되고 피해자가 가해자 됨 ㅋㅋㅋ,0.0
1748,인종차별하는 건 세상 모든 사람을 욕하는 거나 다름없고 심지어 자기 자신을 욕하는 거다 왜냐하면 우리는 다 사람이다,0.0
1749,첫 번째 분은 운동 배우 신거 같은데 턱을 스트레이트로 꽂아버리네,0.0
1750,한국에서는 집에 들어온 도둑놈 발래 건조대로 때려다고 집 주인 아들 구속한 적도 있죠 한국은 판사 썩을 것들이 앞뒤 안 가리고 오직 책에 나온 되로만 판결하는 썩을 것들 때문에 저렇게 하면 안 되죠 집에 들어온 도둑에게도 주먹질 하면 안 되는 대한민국 판사들의 판결 대한민국은 언제쯤이나 저런 세상이 올지 참 판사들 판결하는 것 보면 진짜 열 불나요,0.0
1751,근데 저 지하철에 마스크를 한 명밖에 안 썼네,0.0
1752,그런데 뮈,0.0
1753,지하철에서 맞고 눈 뜨거 주무시네,0.0
1754,그래서 이 영상의 의미가 뭐냐 차별해서 맞아도 싸다는 거 여 아님 차별해도 저렇게 꼬꾸라지게 패도 된다는 거여,0.0
1755,차별하면 응징을 당한 다 벌을 받는다,0.0
1756,시대가 어느 시대인데 아직도 인종 차별 인가 다 같은 사람이고 존중받아야 한다,0.0
1757,같은 지구에서 인종 차별 이라니요,0.0
1758,저번 놈들은 대한민국의 유교사상을 쫌 배워두면 잘 될 듯 예의범절 그 시절 이 그립다,0.0
1759,살기 위해 하는 것이니 가슴 아프내요,0.0
1760,왼손으로 가드 열고 오른손 펀치 턱에 고수다,0.0
1761,뿌린 대로 거두리라,0.0
1762,사람 기절시키는 건 좀,0.0
1763,할아버지 앞 손 싸움 맥그리거인 줄,0.0
1764,아니 도대체 인종 차별을 왜 하는 거임 인종차이를 그냥 인정하면 되는 거지 차별하면 누가 뭐줌,0.0
1765,근데 두 번째 지하철에서 백인이 흑인 인종차별했다는 데 도대체 뭐가 인종 차별이라는 건지,0.0
1766,아이 고속 시원하네,0.0
1767,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0
1768,욕으로 흑인도 백인 인종차별하면 되는 거 아닌가,0.0
1769,제가 가라데 취미로 1년 정도 배웠는데 저 사장님 일본인 가라데 배우 신분이에요,0.0
1770,그래도 폭력은 좀 하는 고구마 5개 한 번에 처 먹은 답답한 사람 있을 거 생각하니 킹받네,0.0
1771,시원하다,0.0
1772,제목이 참 자기 비하 깔고 가는데 우리가 왜 지렁이 죠 똑같은 사람입니다,0.0
1773,57308308 누님 팔 근육 무선 129,0.0
1774,한국법도 구린 데 일본도 마찬가지 일본에서 혐한 일본인이 한국인 먼저 해 꼬지해서 반격해도 한국인만 범죄자 된다고 한다던 데,0.0
1775,사장님 완전 맥그리거 빙의,0.0
1776,이 거 때리는 장면 그냥 올라와도 되나요,0.0
1777,씁쓸하구만,0.0
1778,57122122 역시 코너 맥그리거의 나라 ㄷㄷ 그리고 사장님 운동 배우 신 분인 듯 무턱대고 날리는 주먹 아니고 거리 잡고 제대로 뻗네,0.0
1779,아일랜드에서 일어난 일이잖아요 대체 뭐가 그리 불편하신 지 세상 좀 피곤하게 살지 마세요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0
1780,한자적혀 있는 거 보니까 중국계인데 아일랜드 랑 저 분이랑 아무런 상관없는데 맥그리거는 왜 언급하는지 ㅋㅋ,0.0
1781,왼팔로 거리재다가 들어온 팔 밀치면서 오른팔로 턱 정확히 가격함 운동을 하셨거나 하고 계시거나 과거에 원타치 쫌 쪼개셨던 분이거나 대부분의 사람들이 흥분해서 싸우면 주먹이 횡으로 날아가는데 사장님은 거의 직선 타격으로 정확히 가 따 꼽음,0.0
1782,개시원,0.0
1783,할아버지 왕년에 고무줄 좀 끊어보신 듯,0.0
1784,나이스 훅,0.0
1785,화난다ㅡㅡ,0.0
1786,외국의 장점 정당방위가 인정된다,0.0
1787,그게 뭔 뜻이 죠 대영제국이 이슬람화 된 거 보니 끔찍하네요 그 악명 높은 조선족이 유일하게 벌벌 떨면서 무서워하는 게 끝판 왕 무슬림이죠,0.0
1788,추악한 인종 차별은 없어져야 합니다,0.0
1789,웃네 사람 쓰러졌는데 인종 차별 주의자보다 폭력이 더 심한 거 아닌가,0.0
1790,객기가 조롱거리로 되는데 몇 분이 구만,0.0
1791,우리가 굼벵이 도 아니고 왜 밟으면 꿈틀해 제목 바꿔줘요,0.0
1792,아마 당하지만 은 않는다는 의 미인 것 같아요,0.0
1793,아무래도 평균적으론 신장이 크고 잘생긴 사람이 많다 생각하고 기술력도 뛰어나니 인기가 많죠,0.0
1794,이런 상황에서는 사람 때려도 된다는 건가요 인종차별도 나쁘지만 폭행도 그닥 좋아 보이지 않네요,0.0
1795,개인적으로 영국에서 인종 차별주의자 백인 떡대에게 이유 없이 멱살 붙잡히고 얻어맞을 뻔 한 적 있을 만큼 인종차별에 대한 안 좋은 기억이 있지만 그래도 메이져 방송사에서 이런 폭력적인 대응을 통쾌하단 식으로 뉴스화한다는 건 이해가 안 가네요 실망이에요,0.0
1796,확실이 우리나란 아니구만 ㅋㅋㅋㅋㅋ,0.0
1797,를 고딩 때 알았으면 진작 운동할 걸,0.0
1798,근데 흑인들도 아시아인 인종차별 심하던 데,0.0
1799,한국은 태권도의 나라까불 다 맞는 영상 본 것 같은데 ㅎ,0.0
1800,근데 처음에 일본 아버님 겁나 멋지시다,0.0
1801,와 할아버지 앞손으로 상대 앞손 쳐내고 뒷손 스트레이트 미쳤다,0.0
1802,요즘은 백인들의 인종 차별보다 흑인들의 인종 차별이 더 심함,0.0
1803,굿,0.0
1804,우리나라에서는 가만히 있는 게 법을 지키는 거임,0.0
1805,백인은 아시아인 흑인 차별 흑인은 아시아 인 차별 아시아인은 인종차별 했을 수 있겠는데 사례를 들어본 적은 없음,0.0
1806,우리나라 사람들도 동남아 에서 온 외국인 노동자들 차별해요,0.0
1807,저걸 시키네,0.0
1808,음 흰색은 색이 아닌가요,0.0
1809,리치 거리 올 때까지 기다린 거임,0.0
1810,로 진출시키자 저 두 분,0.0
1811,인과응보,0.0
1812,보자 보자 하니까 보자기로 보이나,0.0
1813,어우 통쾌해 사이다 다 진짜,0.0
1814,웃긴 것은 아시아계를 흑인들이 차별한다는 것이지 그래서 흑인들이 반인종차별 운동해도 별로 와 닿지가 않는다,0.0
1815,요즘 들어 진짜 많이 웃었습니다 감사해요,0.0
1816,민폐는 바로 재워버리네 좀 아팠겠네,0.0
1817,인종차별하는 건 생각이 없는 거지,0.0
1818,첫 번째는 할아버지가 과민 반응 한 듯,0.0
1819,왜 저런 짓을 하는 거야 아놔 멍청이들,0.0
1820,아우 시원해,0.0
1821,두 번째는 그렇다 치는데 첫 번째는 왜 인종 차별 임 백인 이랑 다른 인종 사이에 트러블이 일어나면 그게 인종 차별 임 그리고 모진 말 몇 마디 했다고 거기에 저런 식으로 때린 것도 모자라 옆에서 껄껄 웃는 사람들은 법치주의 국가 시민이 맞음,0.0
1822,편파적인 보도만 하는,0.0
1823,흑인들도 아시안 차별 엄청 합니다 백인만 그러는 거 아님,0.0
1824,아시안도 흑인 차별 하잖아요 가끔 같은 거죠,0.0
1825,와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 좀 멋지단 ㅋㅋㅋㅋㅋ,0.0
1826,이건 애매한 법이라 판례가 중요하니 판사가 문제지,0.0
1827,우리나라였으면 경찰이 바로 폭행협의로 잡아가지정의가 뭔지 보여주네,0.0
1828,증거는 당연히 있어야 하는 거 아닌가요 그건 모든 범죄에 해당되는 거죠 그리고 범행을 봤을 때 제지하는 거랑 일단 주먹 날려서 폭행하는 거랑 어떻게 같아 요 당사자는 의로운 행동이라고 생각할 수 있어도 그에 맞는 책임은 당연히 져야 죠 그건 법으로 판단하고 감안해줄 문제지 본인이 판단하는 건 아닙니다 법이란 게 하루 이틀 만에 생기는 게 아니고 많은 사례들과 악용하고 남용하는 걸 방 지하고 최적의 법을 발행하는 건데 당장에 님의 의견을 반영시킨다고 그 법이 옳다고 자신할 수 있나요,0.0
1829,법은 냉정하다 애초에 함무라비 시절부터 정당방위에 대한 내용이 기록되고 해외에서는 이를 시행하는데 헬조센에 뇌까지 적응하신 당신은 받아들일 수가 없나보네요 우리나라 개법은 국민을 위해 이로운 점이 단 하나도 없고 요 당신이 그렇게 좋아하는 법은 가해자만 웃을 뿐입니다 세상을 보고 아닌 건 아니다 하실 수 있는 사람이 되시길,0.0
1830,현실 팩트 신고해도 증거 없고 누군지 모르면 신고처리 안 해주고 신고하고 싶으면 누군지 찾아내라고 합니다 그 사람이 만약 당신 성희롱하고 튀어버리면 못 찾는다 방법이 없다란 말만 들어 요 법적 책임 합의금 견찰이 왜 견 찰 소리 듣는지 한 번만 고소하는 과정만 봐도 느낌 그건 당신이 그 사람 목아지 끌고 경찰서 갔을 때 얼굴이 잘 보이는 사진을 찍었을 때 통하는 얘기에요  만약 당신 성희롱 성추행하고 튀어버리면 그 어떠한 처벌도 법적 책임 합의금 1도 안 물고 신고처리도 안 해줍니다 그래도 냉정하게 생각하십시오 이래서 실종되도 못 찾고 이슈도 안 나는 거고 납치 당하는 걸 봐도 성폭행을 봐도 껴들어 봤자 쌍방 폭행 사건 휘말리기 싫어서 안 본 척 모르는 척하는 사람들도 생기는 거죠 아무리 도와 달라고 애원하고 소리쳐도 말이 죠 그 사 람들 욕 못하죠 법이 그런 걸 우째요 냉정하게 봐야 죠 데이트 폭력으로 도와 달라고 해도 그 누구도 신고 안 하고 쳐다만 보고 생까길래 욕 했는데 법도 냉정하니 사람도 냉정해지는 건가봐요,0.0
1831,그렇죠,0.0
1832,요새는 흑인들이 더 심하던 데,0.0
1833,내 속이 다 시원 하네,0.0
1834,쳐 맞고 기절했어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0
1835,어디를 때리면 되는 거죠 알고는 있어야 할 것 같아서요,0.0
1836,오메 속 시원해 홧팅,0.0
1837,대부분 저런 사람들 정신 질환 환자들인데 불쌍하다 막상 통쾌하다고 욕하기 보단 치료와 도움이 필요한 사람들이라 생각한다,0.0
1838,동석이 형 한테 하면 ㅗㅜㅑ,0.0
1839,1분 18초에 점원이 그곳을 차서 기절한 거임,0.0
1840,할아버지 개멋있네 저런 나이에 상대를 한 방 저런 인종 차별자들 맞고 쓰러지고 일어나서 무슨 생각했을까,0.0
1841,두 번째는 창피해서 못 일어나나,0.0
1842,첫 번째 자세만 봐도 배운 사람인데 무시하고 덤볐다가 원 펀치다운 ㅋㅋㅋ,0.0
1843,가끔 돌머리라서 턱 때려도 안 먹히는 경우가 있는데 그럴 때는 옆 통수나 눈썹 부근 옆 목처럼 뼈가 약한데 나 귀처럼 청각 손실을 일으키는 데를 때리는 게 좋긴 하지요,0.0
1844,턱맞으면 뇌 흔들리면서 몸에 힘이 풀려 요 코 맞아도 비슷함,0.0
1845,원래 사람들이 원 펀치로 기절 하나요,0.0
1846,통쾌하네요,0.0
1847,주륵,0.0
1848,시원하게 잘 꽂 내 운동 신경 좋내,0.0
1849,나만 마스크 안 쓴 거 걱정되나 큼 너무 코로나에 쪄 들어 있었던 듯 ㅋㅋ,0.0
1850,ㅠㅠ 얼른 백신 맞고 싶네요 ㅋㅋ,0.0
1851,아 고등학생 이시구나 아마 미 성년자분들은 더 기다려야 될 꺼같네요 미국에서 먼저 맞아보고 부작용들 검토해서 맞을 꺼 같아 요 아무래도 미 성년자는 접종 관련해서 더 예민하게 생각할 꺼라,0.0
1852,나이가 안 돼요 ㅋㅋ 지금 접종 하고 있는 건 30세 이상만 예약받고 접종 하던데 고등학생은 언제 될지 모르겠네요 ㅋㅋ,0.0
1853,언넝 백신들 맞으세요ㅋ전 화이자 1차까지 완료,0.0
1854,하지만 대한민국도 인종 차별 있다는 거,0.0
1855,지역차별 인종차별 차별의 황제,0.0
1856,속이 시원합니다,0.0
1857,속이 다 후련하 네 1억2천만 년 묵은 채증이 내려가는 느낌이다,0.0
1858,배운 사람은 인종 차별 안 한다,0.0
1859,저렇게 인종 차별 하는 사람들은 도대체 어디 가 그렇게 우월하고 좋길래 저런 행동을 하냐,0.0
1860,아니 제목부터 잘못됐잖아 우리도 꿈틀이라니 인종 등급이 있다는 거냐,0.0
1861,씁쓸하다,0.0
1862,때릴 때 내 속이 다 시원하네,0.0
1863,인종차별 당하는 흑인 보고 불쌍햇는데 흑인이 동양인한테 인종 차별하는 거 보고 생각 싹 사라짐 그냥 똑같음,0.0
1864,백인도 백색 민족입니 다 유색 인종이란 말이 이 해가 안 되네요,0.0
1865,국적법 통과되면 중국 인도 우리의 국민입니다,0.0
1866,중 2병이 늦게 왔나 보죵,0.0
1867,근데 마스크 어디 갔냐 ㅋㅋ,0.0
1868,인종차별은 나쁜 것이다 그러니 맞기 전에 그만,0.0
1869,난 아시아인이 타인을 넉아웃시키는 영상은 처음 봄,0.0
1870,왜 피해자들만 마스크 쓰고 있냐 참 역겹네,0.0
1871,제목에 꿈틀한다는 약간 뭐랄까 벌레 같다는 느낌이 있네요,0.0
1872,참 인종차별이란 건 100년 1000년 이 흘러도 절대 없어지지 않을 거 같다,0.0
1873,흑인들은 자기들이 그만큼 인종차별 당하면서 그대로 하고 다니네,0.0
1874,18세기 흑인은 사람이 아니라 고 하던 놈들인데 그리 쉽게 바뀔리가 근데 한국도 인종 차별 좀 심한 것 같다,0.0
1875,아무리 인종 차별 때문이라지만 공영방송에서 폭력의 현장을 장려하고 지지하는 듯한 영상을 보여주는 것은 적절치 못하다 엠비씨는 당장 방송 내려라,0.0
1876,턱에 잘못 맞으면 뇌가 흔들려서 기절한다고 더 파이팅에서 본 적 있는데 첫 번째 영상은 재수가 없었는지 계획적인 거지 턱에 제대로 꽂았네,0.0
1877,그런데 아시아계를 집요하게 인종 차별하는 게 인종 차별을 끔 찍이 싫어하는 흑인들이라는 거,0.0
1878,폭력을 정당화 하시는 건가요,0.0
1879,다 똑갔은 사람임니 다 오히려 차별하는 사람이 이 상한 인간 임니다,0.0
1880,유색인종이란 말도 솔직히 맘에 안듦 색깔 없는 피부를 가진 사람은 아무도 없다,0.0
1881,님 이야기가 맞건 틀리건 여경 이야기를 해외 인종차별 영상에서 도대체 왜 꺼내는 거에 요 분탕 질 좀 그만하세요,0.0
