,comment,sentiment,token
1013,제 2의 라이트 형제가 강림했다,0.0,"['제', '2', '의', '라이트', '형제', '가', '강림', '했다']"
1014,처음에는 애국심으로 시작한 것이기도 하니 알라도 그를 기 특히 여겨 특별히 지켜주는 듯,0.0,"['처음', '에는', '애국심', '으로', '시작', '한', '것', '이기도', '하니', '알라', '도', '그', '를', '기', '특히', '여겨', '특별히', '지켜주는', '듯']"
1015,역시 침대는 과학이죠,0.0,"['역시', '침대', '는', '과학', '이', '죠']"
1016,고양이 인형이 진짜 고양이인 줄,0.0,"['고양이', '인형', '이', '진짜', '고양이', '인', '줄']"
1017,잠꼬대 할까봐 내가 더 쫄리네,0.0,"['잠꼬대', '할까봐', '내', '가', '더', '쫄리', '네']"
1018,역시 드론의 나라 ㄷ,0.0,"['역시', '드론', '의', '나라', 'ㄷ']"
1019,저런 카페 창업하고 싶다,0.0,"['저런', '카페', '창업', '하고', '싶다']"
1020,썸네일 때 매 안 누를 수가 없었다,0.0,"['썸네일', '때', '매', '안', '누를', '수가', '없었다']"
1021,3939 흔들리지 않는 편안함 에이스 침대 3939,0.0,"['3939', '흔들리지', '않는', '편안함', '에이스', '침대', '3939']"
1022,바람에 안 날려가 나 진짜 위험하고 무서울 거 같은데 신기하네요,0.0,"['바람', '에', '안', '날려가', '나', '진짜', '위험하고', '무서울', '거', '같은데', '신기하네요']"
1023,진짜 대 박 한번 해보고 싶다근데 무섭다 근데 시원할 거 같다 진짜 새로운 경험이겠다,0.0,"['진짜', '대', '박', '한번', '해보고', '싶다', '근데', '무섭다', '근데', '시원할', '거', '같다', '진짜', '새로운', '경험', '이', '겠다']"
1024,강아지 귀엽다,0.0,"['강아지', '귀엽다']"
1025,개를 욕할 게 아니라 관리한 사람을 욕하는 게 상식 아닌가,0.0,"['개', '를', '욕', '할', '게', '아니라', '관리', '한', '사람', '을', '욕', '하는', '게', '상식', '아닌가']"
1026,아이고 참이기적인 사람들이네요,0.0,"['아이고', '참', '이기', '적', '인', '사람', '들이네요']"
1027,엄청 위험 햔 스포츠구나,0.0,"['엄청', '위험', '햔', '스포츠', '구나']"
1028,근데 할머니 할아버지 하는 거 보면 착 한마음에 한 거 같은데 좀 안타깝네,0.0,"['근데', '할머니', '할아버지', '하는', '거', '보면', '착', '한마음', '에', '한', '거', '같은데', '좀', '안타깝네']"
1029,선수들의 피나는 노력을 생각 없는 사람들이 한 순간에 물거품으로 만드네,0.0,"['선수', '들', '의', '피나', '는', '노력', '을', '생각', '없는', '사람', '들', '이', '한', '순간', '에', '물', '거품', '으로', '만드', '네']"
1030,저 노란 머리 여성은 발생 4일 후 체포했다고 하네요,0.0,"['저', '노란', '머리', '여성', '은', '발생', '4일', '후', '체포', '했다고', '하네요']"
1031,근데 솔직히 뚜르 드 프랑스 보면 관 중 통제 너무 못함 주최측 잘못 도 있다고 봄,0.0,"['근데', '솔직히', '뚜르', '드', '프랑스', '보면', '관', '중', '통제', '너무', '못', '함', '주최', '측', '잘못', '도', '있다고', '봄']"
1032,좀 불쌍함,0.0,"['좀', '불쌍함']"
1033,펜스 나 벽 세워서 못하게 막아야 될 듯,0.0,"['펜스', '나', '벽', '세워서', '못', '하게', '막아야', '될', '듯']"
1034,강아지 불쌍 너무 아프겠다,0.0,"['강아지', '불쌍', '너무', '아프겠다']"
1035,리트리버 졸귀,0.0,"['리트리버', '졸귀']"
1036,개는 죄가 없다,0.0,"['개는', '죄', '가', '없다']"
1037,이렇게 나 위험한 데,0.0,"['이렇게', '나', '위험한', '데']"
1038,진짜 화밖에 안나 네이거 하나 보고 준비한 선수들도 있을 텐데,0.0,"['진짜', '화', '밖에', '안나', '네', '이', '거', '하나', '보고', '준비', '한', '선수', '들', '도', '있을', '텐데']"
1039,자전거가 내 스쿠터보다 빠르네,0.0,"['자전거', '가', '내', '스쿠터', '보다', '빠르네']"
1040,마지막 멍멍이 귀욥 네,0.0,"['마지막', '멍멍', '이', '귀', '욥', '네']"
1041,마지막에 개 뭐 얔 너무 귀여워,0.0,"['마지막', '에', '개', '뭐', '얔', '너무', '귀여워']"
1042,와 훈련 열심히 했을 텐데 관 중 한 명 때매,0.0,"['와', '훈련', '열심히', '했을', '텐데', '관', '중', '한', '명', '때매']"
1043,919302302 우리 강아지랑 선수 넘 아팠겠다 ㅜㅜ 으휴 진짜 대회에서 저러는 거 너무 화난다,0.0,"['919302302', '우리', '강아지', '랑', '선수', '넘', '아팠겠다', 'ㅜㅜ', '으', '휴', '진짜', '대회', '에서', '저러는', '거', '너무', '화난다']"
1044,마지막에 강아지는 넘무 귀엽고 불땅하네,0.0,"['마지막', '에', '강아지', '는', '넘', '무', '귀엽고', '불땅', '하', '네']"
1045,강아지 어떻게,0.0,"['강아지', '어떻게']"
1046,안 다칠 수가 없겠는데,0.0,"['안', '다칠', '수가', '없겠는데']"
1047,무심코 저지른 행동이 선수들의 피땀 묻은 노력을 한 순간에 무너뜨리네요,0.0,"['무심코', '저지른', '행동', '이', '선수', '들', '의', '피땀', '묻은', '노력', '을', '한', '순간', '에', '무너', '뜨리', '네', '요']"
1048,사이클 보고 설마설마했는데 진짜 투르 드 파리에서 저렇게 하다니 저거 거리가 얼만데,0.0,"['사이클', '보고', '설마설마', '했는데', '진짜', '투르', '드', '파리', '에서', '저렇게', '하다니', '저', '거', '거리', '가', '얼', '만', '데']"
1049,무슨 행사를 하던 안전이 제일 중요하다고 생각합니다 ㅎㅎ,0.0,"['무슨', '행사', '를', '하던', '안전', '이', '제일', '중요하다고', '생각', '합니다', 'ㅎㅎ']"
1050,헐 너무 위험하다,0.0,"['헐', '너무', '위험하다']"
1051,관중이 너무 가까운 게 문제네거리를 두도록 만들어야 할 듯 주변 다른 관중들도 발 헛디디거나 몇 발짝 앞으로 가면 사고나 기 좋은 상황인데,0.0,"['관중', '이', '너무', '가까운', '게', '문', '제', '네거리', '를', '두', '도록', '만들어야', '할', '듯', '주변', '다른', '관중', '들', '도', '발', '헛디디거나', '몇', '발짝', '앞', '으로', '가면', '사고', '나', '기', '좋은', '상황', '인데']"
1052,애완동물은 이해가 가지만 이건 도가 지나치네,0.0,"['애완동물', '은', '이해', '가', '가지', '만', '이건', '도', '가', '지나치네']"
1053,진짜 어디서 언제 터질지 모르는 시한 폭탄,0.0,"['진짜', '어디서', '언제', '터질지', '모르는', '시한', '폭탄']"
1054,와 얼마나 준비하고 시합나간 건데 저걸 저렇게 망치나,0.0,"['와', '얼마나', '준비', '하고', '시합', '나간', '건데', '저걸', '저렇게', '망치', '나']"
1055,근데 저건 좀 본능적인 것 같기도함,0.0,"['근데', '저건', '좀', '본능', '적', '인', '것', '같기도', '함']"
1056,한두 번 일도 아니고 반복 반복 같은 일 또 반복 헐,0.0,"['한두', '번', '일도', '아니고', '반복', '반복', '같은', '일', '또', '반복', '헐']"
1057,열받아서 끝까지 못 보겠다,0.0,"['열', '받아서', '끝', '까지', '못', '보겠다']"
1058,어떻게 뭉뭉이 ㅠㅠ 괜찮으려나,0.0,"['어떻게', '뭉뭉', '이', 'ㅠㅠ', '괜찮으려나']"
1059,919302302 이건 좀 커엽네 ㅠ,0.0,"['919302302', '이건', '좀', '커엽', '네', 'ㅠ']"
1060,처음에 넘어진 사람 큰 일 나 진 않으 셧겟지,0.0,"['처음', '에', '넘어진', '사람', '큰', '일', '나', '진', '않으', '셧겟', '지']"
1061,보는 내가 육두문자가 구수하게 튀나오는데 현장 관계자 담당자들은 오죽할까,0.0,"['보는', '내', '가', '육두문자', '가', '구수하게', '튀나오는데', '현장', '관계자', '담당자', '들', '은', '오죽할까']"
1062,선수분들 피하다가 더 다치시는 거 같아 요 이 제 훈련 때 저런 경우 정면으로 치면서 안 다치는 연습도 합시 다 혹시 모르니,0.0,"['선수', '분들', '피하', '다가', '더', '다치시는', '거', '같아', '요', '이', '제', '훈련', '때', '저런', '경우', '정면', '으로', '치면', '서', '안', '다치는', '연습', '도', '합시', '다', '혹시', '모르니']"
1063,오직 관심 받고 싶어서 이런 건 진짜 심하다 오래 훈련한 선수들이 가장 피해 입었지 노력한 거 날아간 것도 모자라서 심지어 다치고 주최 측에서도 대회 준비하느라 들어간 돈도 많을 거고 자원봉사자분들도 정말 열심히 준비하셨을 텐데,0.0,"['오직', '관심', '받고', '싶어서', '이런', '건', '진짜', '심하다', '오래', '훈련', '한', '선수', '들', '이', '가장', '피해', '입었지', '노력', '한', '거', '날아간', '것', '도', '모자라서', '심지어', '다치고', '주최', '측', '에서도', '대회', '준비', '하느라', '들어간', '돈', '도', '많을', '거고', '자원봉사자', '분들', '도', '정말', '열심히', '준비', '하셨을', '텐데']"
1064,경기관리 상태가 엉망이네,0.0,"['경기', '관리', '상태', '가', '엉망', '이네']"
1065,보기만 해도 화가 너무 난다 강력하게 처발해야 한다,0.0,"['보기', '만', '해도', '화가', '너무', '난다', '강력하게', '처', '발해', '야', '한다']"
1066,자칫 죽을 수도 진짜 위험하네요,0.0,"['자칫', '죽', '을', '수도', '진짜', '위험하네요']"
1067,대회는 세계적인데 안전은 최악이네,0.0,"['대회', '는', '세계', '적', '인데', '안전', '은', '최악', '이네']"
1068,꼭 잡아내서 합당한 처벌을 받길 바랍니다 심장이 터져나가도록 허벅지가 불 타도록 열심히 훈련했을 선수들이 너무 안타깝네요,0.0,"['꼭', '잡아내서', '합당', '한', '처벌', '을', '받길', '바랍니다', '심장', '이', '터져나가도록', '허벅지', '가', '불', '타', '도록', '열심히', '훈련', '했을', '선수', '들', '이', '너무', '안타깝네요']"
1069,경찰 사이다 네 ㅋ,0.0,"['경찰', '사이다', '네', 'ㅋ']"
1070,어우 너무 열받는다,0.0,"['어우', '너무', '열', '받는다']"
1071,선수들은 다 클릿 신었을 텐데 저렇게 넘어지면 다리가 크게 다치지 않을까 염려스럽습니다 ㅠㅠ몰 상식한 사람들이 너무 많네요ㅠ,0.0,"['선수', '들', '은', '다', '클릿', '신었을', '텐데', '저렇게', '넘어지면', '다리', '가', '크게', '다치지', '않을까', '염려', '스럽습니다', 'ㅠㅠ', '몰', '상식', '한', '사람', '들', '이', '너무', '많네요', 'ㅠ']"
1072,919218218 이건 완전 고의 네 너무 심하다,0.0,"['919218218', '이건', '완전', '고의', '네', '너무', '심하다']"
1073,잘못된 행동이 닷,0.0,"['잘', '못', '된', '행동', '이', '닷']"
1074,무사히 돌아오길 바랐던 김 군이 실종 7일 째인 오늘 28 숨진 채 발견됐다는 안타까운 소식이 전해졌습니다 삼가 고인의 명복을 빕니다,0.0,"['무사히', '돌아오길', '바랐던', '김', '군', '이', '실종', '7일', '째인', '오늘', '28', '숨진', '채', '발견', '됐다는', '안타까운', '소식', '이', '전해졌습니다', '삼가', '고인', '의', '명복', '을', '빕니다']"
1075,파루 감사합니다 ㅠㅠ,0.0,"['파루', '감사합니다', 'ㅠㅠ']"
1076,돌아오길 기다렸는데 ㅠㅠ,0.0,"['돌아오길', '기다렸는데', 'ㅠㅠ']"
1077,공부가 힘들면 공부를 안하면 되는데 공부가 생명보다 우선은 아닐지언데 왜 그런 선택을 했니 분명 살다 보면 공부만이 길이 아닐 텐데 대한민국 고3으로써의 압박이 너무 심했나보다 이왕 갈꺼면 문제집 말고 좋은 음식 맛있는 음식이라도 먹고 가지 얼마나 고민하고 갈등했을지 눈에 훤해서 더 슬프다 하늘에 가 선 부담 없이 편히 쉬기를,0.0,"['공부', '가', '힘들면', '공부', '를', '안', '하면', '되는데', '공부', '가', '생명', '보다', '우선', '은', '아닐지', '언', '데', '왜', '그런', '선택', '을', '했니', '분명', '살다', '보면', '공부', '만이', '길이', '아닐', '텐데', '대한민국', '고', '3', '으', '로써', '의', '압박', '이', '너무', '심했나보다', '이왕', '갈꺼면', '문제', '집', '말고', '좋은', '음식', '맛있는', '음식', '이라도', '먹고', '가지', '얼마나', '고민', '하고', '갈등', '했을지', '눈', '에', '훤해', '서', '더', '슬프다', '하늘', '에', '가', '선', '부담', '없이', '편히', '쉬', '기를']"
1078,삼가 고인의 명복을 빕니다,0.0,"['삼가', '고인', '의', '명복', '을', '빕니다']"
1079,너무 마음이 아프다 자살인지 타살인지는 알 수 없지만 그곳에서는 휘성군이 꼭 반드시 행복하기를,0.0,"['너무', '마음', '이', '아프다', '자살', '인지', '타', '살인', '지는', '알', '수', '없지만', '그', '곳', '에서는', '휘성', '군', '이', '꼭', '반드시', '행복하기를']"
1080,나랑 같은 나이라서 더 눈이 가는 일이네,0.0,"['나', '랑', '같은', '나이', '라서', '더', '눈', '이', '가는', '일이', '네']"
1081,죽기 전 문제집 사는 맘이 어땠을지 알 것 같아 요 삶과 죽음의 갈림길 부모님 너무 죄책감 갖지 마세요 그냥 그렇게 될 일이었던 거예요 복합적인 이유가 있었을 꺼예요 본인만이 감당해야 하는 아무도 대신 해줄 수 없는 괴로움이 있었을 꺼예요,0.0,"['죽기', '전', '문제', '집', '사는', '맘', '이', '어땠을지', '알', '것', '같아', '요', '삶', '과', '죽음', '의', '갈림길', '부모님', '너무', '죄책감', '갖지', '마세요', '그냥', '그렇게', '될', '일', '이었던', '거', '예요', '복합', '적', '인', '이유', '가', '있었을', '꺼예요', '본인', '만이', '감당', '해야', '하는', '아무', '도', '대신', '해줄', '수', '없는', '괴로움', '이', '있었을', '꺼예요']"
1082,나는 찾을 수 있을 거라고 믿었는데 휘성님께서 숨진 채 발견되셨다고 합니다 고인의 명복일 빕니다 무슨 일이 있었는지는 모르겠지만 휘성님께서 하늘에서 행복하게 지 내셨으면 좋겠네요,0.0,"['나', '는', '찾을', '수', '있을', '거', '라고', '믿었는데', '휘성', '님', '께서', '숨진', '채', '발견', '되셨다고', '합니다', '고인', '의', '명복', '일', '빕니다', '무슨', '일이', '있었는지는', '모르겠지만', '휘성', '님', '께서', '하늘', '에서', '행복하게', '지', '내셨으면', '좋겠네요']"
1083,자식이 자살할 정도인데 평소 그걸 감지 못하고 실종 신고만을 했다는 것이 얼마나 자살자를 주변 사람이 무심하게 대하는지 알 수 있다,0.0,"['자식', '이', '자살', '할', '정도', '인데', '평소', '그걸', '감지', '못', '하고', '실종', '신고', '만을', '했다는', '것', '이', '얼마나', '자살', '자', '를', '주변', '사람', '이', '무심하게', '대하는지', '알', '수', '있다']"
1084,같은 고3으로써 남일 같지만 않은,0.0,"['같은', '고', '3', '으로써', '남일', '같지만', '않은']"
1085,안타깝네요 고인의 명복을 빕니 다 죽기 전에 서점을 들렀다는 게 왠지 ㅡㅡ 가족분들도 자책하지 않으셨으면 합니다,0.0,"['안타깝네요', '고인', '의', '명복', '을', '빕니', '다', '죽기', '전', '에', '서점', '을', '들렀다는', '게', '왠지', 'ㅡㅡ', '가족', '분들', '도', '자책', '하지', '않으셨으면', '합니다']"
1086,또래의 자식을 둔 엄마로 써 눈물이 하염없이 흐르네요 한참 진로 고민 많을 고 3 수 시 마지막 기말을 앞두고 수많은 갈등과 고민을 했을 휘성이 부디 근심 걱정 없고 편안한 곳에서 지 내 길,0.0,"['또래', '의', '자식', '을', '둔', '엄마', '로', '써', '눈물', '이', '하염없이', '흐르네요', '한참', '진로', '고민', '많을', '고', '3', '수', '시', '마지막', '기', '말', '을', '앞두고', '수많은', '갈등', '과', '고민', '을', '했을', '휘성', '이', '부디', '근심', '걱정', '없고', '편안한', '곳', '에서', '지', '내', '길']"
1087,삼가 고인의 명복을 빕니다,0.0,"['삼가', '고인', '의', '명복', '을', '빕니다']"
1088,돌아오길 바랬는데 ㅠㅠㅠ 같이 수능쳤으면 좋겠다고 그렇게 생각했는데 그곳에서는 부디 편하게 공부 걱정 없이 하고 싶은 거 다 하고 살아ㅠㅠ,0.0,"['돌아오길', '바랬는데', 'ㅠㅠㅠ', '같이', '수능', '쳤으면', '좋겠다고', '그렇게', '생각', '했는데', '그', '곳', '에서는', '부디', '편하게', '공부', '걱정', '없이', '하고', '싶은', '거', '다', '하고', '살', '아', 'ㅠㅠ']"
1089,삼가 고인의 명복을 빕니 다,0.0,"['삼가', '고인', '의', '명복', '을', '빕니', '다']"
1090,요즘 학생들 너무 힘들꺼 같아 요공부가 뭔지 정해진 그기로 가야 하는 인생들 가 여워요 부디 부디 조은 생각하길,0.0,"['요즘', '학생', '들', '너무', '힘들꺼', '같아', '요', '공부', '가', '뭔', '지', '정해진', '그', '기', '로', '가야', '하는', '인생', '들', '가', '여', '워', '요', '부디', '부디', '조은', '생각', '하길']"
1091,분당 사람이라서 정말 속상하고 오빠가 휘성님 나이 또래여서 더 와 닿았었는데 정말 가슴이 저리는 거 같ㅇ 아요 꼭 행복하시고 스트레스 없이 편하게 사세요,0.0,"['분당', '사람', '이라서', '정말', '속상하고', '오빠', '가', '휘성', '님', '나이', '또래', '여서', '더', '와', '닿았었는데', '정말', '가슴', '이', '저리는', '거', '같', 'ㅇ', '아요', '꼭', '행복하시고', '스트레스', '없이', '편하게', '사세요']"
1092,막상 수능 치고 대학 다녀보니 대학과 수능이 인생에 지대한 영향을 미치는 건 아닌데 나도 너처럼 고삼때 많이 힘들었고 위험한 생각 많이 했었어 그래도 그 시간만 지나니까 다시 미래를 꿈꾸고 내 자신을 챙기게 되더라 조금만 더 버텼다면 어땠을까 싶네 갈 때 혼자 얼마나 견 디고 앓았을까 다음 생에는 편안하게 살았으면 삼가 고인의 명복을 빕니다,0.0,"['막상', '수능', '치고', '대학', '다녀', '보니', '대학', '과', '수능', '이', '인생', '에', '지대', '한', '영향', '을', '미치는', '건', '아닌데', '나도', '너', '처럼', '고삼', '때', '많이', '힘들었고', '위험한', '생각', '많이', '했었어', '그래도', '그', '시간', '만', '지나', '니까', '다시', '미래', '를', '꿈꾸고', '내', '자신', '을', '챙기게', '되더라', '조금', '만', '더', '버텼다면', '어땠을까', '싶네', '갈', '때', '혼자', '얼마나', '견', '디', '고', '앓았을까', '다음', '생', '에는', '편안하게', '살았으면', '삼가', '고인', '의', '명복', '을', '빕니다']"
1093,제발 무사히 있어 주길,0.0,"['제발', '무사히', '있어', '주길']"
1094,언릉 빨리 돌아와줘요,0.0,"['언릉', '빨리', '돌아와줘요']"
1095,헐 어디 계실까요 그냥 바람 쐬고 다시 집에 오셨으면 좋겠네요,0.0,"['헐', '어디', '계실까', '요', '그냥', '바람', '쐬고', '다시', '집', '에', '오셨으면', '좋겠네요']"
1096,분당은 내가 안 살아서 모르겠지만 어쨌든 빨리 집으로 무사히 돌아오셨음 한 다 내가 다 심장 졸이고 무서움 제 발 무사 하세요,0.0,"['분당', '은', '내', '가', '안', '살아서', '모르겠지만', '어쨌든', '빨리', '집', '으로', '무사히', '돌아오셨음', '한', '다', '내', '가', '다', '심장', '졸', '이고', '무서움', '제', '발', '무사', '하세요']"
1097,제발 무사히 가족 품에 돌아가길,0.0,"['제발', '무사히', '가족', '품', '에', '돌아가길']"
1098,무사히 돌아오세요 ㅠㅠ,0.0,"['무사히', '돌아오세요', 'ㅠㅠ']"
1099,간절히 기도 합니다,0.0,"['간절히', '기도', '합니다']"
1100,하루빨리 안전한 귀가 되길 바랍니다 가출은 아닌 것 같은데 이런 상황이 일어난다는 게 말이 안 대지 않나요 걱정되네요 ㅠ,0.0,"['하루빨리', '안전한', '귀가', '되길', '바랍니다', '가출', '은', '아닌', '것', '같은데', '이런', '상황', '이', '일어난다', '는', '게', '말', '이', '안', '대지', '않나요', '걱정', '되네요', 'ㅠ']"
1101,부모님 속 뒤집어진다 어서 안전히 돌아오렴,0.0,"['부모님', '속', '뒤집어진다', '어서', '안전히', '돌아오렴']"
1102,나쁜 일 안 생기고 돌아오기를,0.0,"['나쁜', '일', '안', '생기', '고', '돌아오기를']"
1103,제발 돌아오세요 휘성군 단순 바람 쐬고 돌아오길 빕니다,0.0,"['제발', '돌아오세요', '휘성', '군', '단순', '바람', '쐬고', '돌아오길', '빕니다']"
1104,가족의 품으로 돌아오길,0.0,"['가족', '의', '품', '으로', '돌아오길']"
1105,휘성군 아무쪼록 아무 일 없이 무사히 돌아오길 바래요제발,0.0,"['휘성', '군', '아무쪼록', '아무', '일', '없이', '무사히', '돌아오길', '바', '래', '요', '제발']"
1106,제발 돌아와 유ㅜㅜ,0.0,"['제발', '돌아와', '유', 'ㅜㅜ']"
1107,아무 일 없이 가족 품으로 돌아오리라 믿습니다 꼭 돌아올 거예요 무척 안탑 갑습니다,0.0,"['아무', '일', '없이', '가족', '품', '으로', '돌아오리라', '믿습니다', '꼭', '돌아올', '거', '예요', '무척', '안', '탑', '갑습니다']"
1108,무사하셨으면 좋겠네요,0.0,"['무사하셨으면', '좋겠네요']"
1109,휘성군 고3이라 힘들지 며 칠머리 좀 시키고 집에 들어가셔요,0.0,"['휘성', '군', '고', '3', '이라', '힘들지', '며', '칠', '머리', '좀', '시키고', '집', '에', '들어가셔요']"
1110,무사히 돌아올 수 있도록 기도 하겠습니다,0.0,"['무사히', '돌아올', '수', '있도록', '기도', '하겠습니다']"
1111,제발 무사히 집으로 돌아오시길,0.0,"['제발', '무사히', '집', '으로', '돌아오시길']"
1112,제발 살아만 있어 주라 제발 무사히 가족의 품으로 돌아가길,0.0,"['제발', '살아만', '있어', '주', '라', '제발', '무사히', '가족', '의', '품', '으로', '돌아가길']"
1113,아무 일 없이 귀가 했음 좋겠어요,0.0,"['아무', '일', '없이', '귀가', '했음', '좋겠어요']"
1114,애타게 기다리고 있는 가족 품으로 돌아오기를 ㅠ,0.0,"['애', '타게', '기다리고', '있는', '가족', '품', '으로', '돌아오기를', 'ㅠ']"
1115,무사히 돌아오길 간절히 기원합니다,0.0,"['무사히', '돌아오길', '간절히', '기원', '합니다']"
1116,조심히 아무 일 없이 돌아와 주세요,0.0,"['조심', '히', '아무', '일', '없이', '돌아와', '주세요']"
1117,어디 갔냐 아무 일 없이 돌아왔으면 좋겠다,0.0,"['어디', '갔냐', '아무', '일', '없이', '돌아왔으면', '좋겠다']"
1118,휴대폰 이라도 가지고 가지 공부 고 뭐고 무사히 만 돌아아길 바랍니다,0.0,"['휴대폰', '이라도', '가지', '고', '가지', '공부', '고', '뭐', '고', '무사히', '만', '돌아아길', '바랍니다']"
1119,걱정되네요 ㅜㅜ 남에 귀한 자식을로 계속 추적해서 꼭 찾길 바랍니다,0.0,"['걱정', '되네요', 'ㅜㅜ', '남', '에', '귀한', '자식', '을', '로', '계속', '추적', '해서', '꼭', '찾길', '바랍니다']"
1120,제발 무사하기만을 바랍니다 부모님 마음은 어 떠실까 너무 가슴이 아프네요,0.0,"['제발', '무사하기만을', '바랍니다', '부모님', '마음', '은', '어', '떠실까', '너무', '가슴', '이', '아프네요']"
1121,제발 가출이었으면 좋겠네요 제발 입 시 공부에 지쳐 잠시 휴식을 취하러 갔다고 믿겠습니다다 괜찮으니 다 이해해 줄 테니 꼭 사랑하는 가족들 품으로 돌아오셨으면 좋겠습니다,0.0,"['제발', '가출', '이었으면', '좋겠네요', '제발', '입', '시', '공부', '에', '지쳐', '잠시', '휴식', '을', '취', '하러', '갔다고', '믿겠습니다', '다', '괜찮으니', '다', '이해해', '줄', '테', '니', '꼭', '사랑', '하는', '가족', '들', '품', '으로', '돌아오셨으면', '좋겠습니다']"
1122,제발 무사히 가족 품으로 돌아가길 바랍니다 ㅜㅜ제발 아드님에게 아무런 문제가 없길 ㅜㅜ,0.0,"['제발', '무사히', '가족', '품', '으로', '돌아가길', '바랍니다', 'ㅜㅜ', '제발', '아드님', '에게', '아무런', '문제', '가', '없길', 'ㅜㅜ']"
1123,화이팅,0.0,['화이팅']
1124,님 파이팅,0.0,"['님', '파이팅']"
1125,차도 많고 번화가 인데 씨씨티비 돌려서 차량 주인들 협조해서 블박이라도 뒤져서 추적 좀 해봐요,0.0,"['차도', '많고', '번화가', '인데', '씨', '씨', '티비', '돌려서', '차량', '주', '인들', '협조', '해서', '블박', '이라도', '뒤져서', '추적', '좀', '해봐요']"
1126,무탈하게 꼭 돌아오길 부모의 마음으로 기도 드리고 또 같은 분당 지역 주민 으로 아이 얼굴 기억해 놓고 오며 가며 도움이 될 수 있길 바래요,0.0,"['무', '탈하게', '꼭', '돌아오길', '부모', '의', '마음', '으로', '기도', '드리고', '또', '같은', '분당', '지역', '주민', '으로', '아이', '얼굴', '기억', '해', '놓고', '오며', '가며', '도움', '이', '될', '수', '있길', '바', '래', '요']"
1127,제발 웃으며 돌아오길,0.0,"['제발', '웃으며', '돌아오길']"
1128,혹시라도 단순 가출을 햇는 데 언론에서 너무 크게 확장을 하다 보면 어린 마음에 내가 그냥 이대로 들어가도 괜찮은 가 라는 오해를 할 수도 잇다고 생각합니다 모든 추측들을 삼가 하고 휘성군이 무사히 돌아오길 어른으로써 기 다려봅니다,0.0,"['혹시', '라도', '단순', '가출', '을', '햇', '는', '데', '언론', '에서', '너무', '크게', '확장', '을', '하다', '보면', '어린', '마음', '에', '내', '가', '그냥', '이대로', '들어가도', '괜찮은', '가', '라는', '오해', '를', '할', '수도', '잇다고', '생각', '합니다', '모든', '추측', '들', '을', '삼가', '하고', '휘성', '군', '이', '무사히', '돌아오길', '어른', '으로써', '기', '다려', '봅니다']"
1129,그 문제집 다 풀 때까지 잠시 연락 두절이었던 거면 좋겠네요 하루 한 권씩 풀었다 치고 오늘 짠 하고 나타나 주면 형이 돈까스 사 줄게,0.0,"['그', '문제', '집', '다', '풀', '때', '까지', '잠시', '연락', '두절', '이었던', '거', '면', '좋겠네요', '하루', '한', '권', '씩', '풀었다', '치고', '오늘', '짠', '하고', '나타나', '주면', '형', '이', '돈까스', '사', '줄', '게']"
1130,꼭 돌아 오길 바래요 아무 일 없을 거에 요 부모님은 얼마나 애가 타실까 그치만 희망을 가지세오,0.0,"['꼭', '돌아', '오길', '바', '래', '요', '아무', '일', '없을', '거', '에', '요', '부모님', '은', '얼마나', '애가', '타실까', '그치만', '희망', '을', '가지세오']"
1131,고3이라 잠시 머리 식힐 겸 어디 찜질방 같은 곳에서 푹 쉬고 진짜 아무 일 없이 무사 귀가 하길 모든 국민들이 바랄 겁니다 부디 별 일 없길 기도 합니다,0.0,"['고', '3', '이라', '잠시', '머리', '식힐', '겸', '어디', '찜질방', '같은', '곳', '에서', '푹', '쉬', '고', '진짜', '아무', '일', '없이', '무사', '귀가', '하길', '모든', '국민', '들', '이', '바랄', '겁니다', '부디', '별', '일', '없길', '기도', '합니다']"
1132,에고 빨리 찾길 바랍니다,0.0,"['에고', '빨리', '찾길', '바랍니다']"
1133,만약 길가다가 얼굴이라도 비슷해 보인다면 바로 경찰에 연락할게요 제 발 무사했으면 좋겠고 또한 다른 학생들도 당할까봐 두렵네요,0.0,"['만약', '길가', '다가', '얼굴', '이라도', '비슷해', '보인다면', '바로', '경찰', '에', '연락', '할게요', '제', '발', '무사했으면', '좋겠고', '또한', '다른', '학생', '들', '도', '당할까봐', '두렵네요']"
1134,저렇게 살면 안 헤어질 사람이 있을까,0.0,"['저렇게', '살', '면', '안', '헤어질', '사람', '이', '있을까']"
1135,결론 사랑은 돈이 다 실제로 돈이 없으면 이혼한 다 반박 시 니말이 맞음,0.0,"['결론', '사랑', '은', '돈', '이', '다', '실제', '로', '돈', '이', '없으면', '이혼', '한', '다', '반박', '시', '니', '말', '이', '맞음']"
1136,주작수갑차고 어떻게 옷을 입고 벗어,0.0,"['주작', '수갑', '차고', '어떻게', '옷', '을', '입고', '벗어']"
1137,커플이라면서 4개월 동안 검열도 안하냐,0.0,"['커플', '이라', '면서', '4', '개월', '동안', '검열', '도', '안', '하냐']"
1138,기부는 훌륭하네요,0.0,"['기부', '는', '훌륭하네요']"
1139,근데 어텋게 옷을 갈아입었지,0.0,"['근데', '어텋', '게', '옷', '을', '갈아입었지']"
1140,헉 할 만 한데 ㅋ,0.0,"['헉', '할', '만', '한데', 'ㅋ']"
1141,옷은 어케 입고 벗은 거지,0.0,"['옷', '은', '어케', '입고', '벗은', '거지']"
