,comment,sentiment,cluster
740,전학가면 1년 시합 못 뛰는 규정 있음,0.0,13
741,다른 학교가 서 우승하길,0.0,1
742,중국하고 다를 게 없네 모든 스포츠 감독 위주로 하면 이런 일이 생기지,0.0,11
743,체육계가 우덜식으로 이런 거 쉬쉬하니깐 억울한 사람이 생기는 거임 ㅡㅡ,0.0,1
744,걍 이런 애들은 이름 까면 안 되나 피해자도 아니고 가해자들 얼굴하고 이름을 왜 가려줌,0.0,7
745,저러니 야구에 인재가 없지,0.0,5
746,충격,0.0,13
747,실력 필요 없네 돈으로 다대는 구만,0.0,11
748,저러니까 운동계를 다 떠나지,0.0,9
749,그 투자할 돈으로 비트코인 사는 게 더 수익 높음,0.0,1
750,내 자식은 운동 안 시킬 거임 이 나라에서는,0.0,14
751,낫아웃 영화 생각나네요,0.0,0
752,축구 야구 대부분 고딩 똑같아,0.0,13
753,이 거 뉴스에 나와야 합니다 공론화시키세요,0.0,5
754,그냥 저런 감독들 실명 밝혀야함,0.0,19
755,누구인지 공개하라,0.0,0
756,저런 건 교장이 관심을 가지고 잘라라 좀,0.0,16
757,영상에 나온 학교를 다니는 학생으로서 정말 부끄럽네요 저런 실태가 있다는 거 조차 아예 모르고 있었네요,0.0,9
758,감독 공개하고 구속가즈아,0.0,14
759,스포츠계가 다 비슷함 특히 프로나 올림픽 등이 걸린 종목들,0.0,14
760,근데 저건 감독도 문제 맞지만 부모들도 문제 임 부모들이 저렇게 만든 거야,0.0,2
761,알만한 사람들은 다 아는 사실이지,0.0,12
762,월급 시스템 문제입니다 학교 측에서 투명하게 줘야 한다고 생각합니다,0.0,3
763,진짜 우리나라 스포츠 썩었다,0.0,11
764,영원히 감독자격 박탈해야 한다,0.0,8
765,몇십 년이 지나도 안 바뀌는 한국,0.0,5
766,야구가 망해가는 이 유 ㅋㅋ 그리고 축구가 떠오르는 이 유 전부 유소년 정책부터 시작이다,0.0,11
767,학부모가 연봉 훈련지 주면 구단주 아닌가요 단체로 항의해서 감독을 교체 해야지 학부모님들도 지금 서로 눈치 보고 있는 건가요 제가 격은 일이 아니라 이래라 저래라 할 수 없지만 아이들을 위해서 어떻게든 결정을 내리셔야 할 꺼 같아 요 그냥 달라는 대로 주냐 아니면 들 고 일어서냐,0.0,1
768,중국 야구와 축구가 될 수도 있겠네요,0.0,9
769,미래를 내다보는 것인가,0.0,11
770,청와대에 국민청 원 좀 올리자,0.0,11
771,퇴출이 답이다,0.0,13
772,저건 어 케 예방하냐,0.0,13
773,세상이 변해가 고 있다 다들 긴장들 하시길 언제 어떻게 블랙박스가 터질지 모른다,0.0,19
774,전학갈까,0.0,0
775,저 전학 간 선수는 누구인가요,0.0,9
776,한국은 특정 직업에 너무 권력을 몰아줘서 문제임,0.0,7
777,돈이 많이 벌고 싶었으면 프로 시절에 좀 벌지,0.0,5
778,자기 이익만 추구하는 어른 감독들은 좀 사라줘 주길 기 대해 봅니다 아이들에게도 전혀 도움이 안 되는 인간들은 제발 좀 사라져 주기를,0.0,19
779,예전부터 쭉 내려오던 돈 없고 빽 없으면 성공할 수 없는 대한민국 저런 인간들 스포츠계에 엄청 많음,0.0,11
780,프로야구가 수준 하락 하는 이유는 다 있다,0.0,14
781,감독이 아니라 돈에 영혼을 판 악마네 악마야,0.0,2
782,각종 스포츠계가 고름투성이인 이런 나라에서 세계적으로 활약하는 선수들이 나오는 것도 신기하다,0.0,16
783,이런 나라에서 나온 훌륭한 선수의 부모들이 얼마나 피를 흘렸을지,0.0,16
784,하루 이틀 일은 아니지만 대한민국의 대표적인 문제점,0.0,9
785,그래도 지금은 일반 선생은 마음대로 못하지 90년대만 해도 초딩 때부터 선생한테 촌지 주는 건 이상한 일도 아니었고 강남 한복판에 있는 고등학교도 수업 중에 선생이 날 라차기 시전함 ㅋㅋ,0.0,9
786,월급 주는 학부모가 인사권은 없음 먼가 불합리한 거 아닌가,0.0,5
787,저도 야구하다가 코치가 혹사 시켜서 결국 부상땜에 접었었는데 다른 종목은 잘 모르겠지만 경험담으로는 진짜 한국야구 현실 생각보다 암담함,0.0,9
788,저런 이름의 야구선수인 감독도 있었나 어떻게 감독을 하지 선수 때도 별로인데 뭔 연줄일까나,0.0,7
789,학부모가 이기주의라서 그런 거지 학부모 감독 선택권이 주어 진다고 해도 지금 같이 경쟁 없이 지 자식만 잘 되길 뒷돈을 준다면 변한 것은 없겠지 학부모가 뭉쳐야 되는데 따로따로 행동하니 감독 전에 부모가 감독을 그리 만든 거,0.0,1
790,선임은 좀 그렇고 대신 감독 자를 수 있는 권한을 주면 될 걸 같음,0.0,1
791,그럼 지금 상황 정 반대될 듯,0.0,13
792,감독 이모씨는 꿈과 희망을 짖 밟았으므로 살인죄에 준하는 바 무기징역 그리고 신상공개에 처한다,0.0,11
793,난 이게 내 친척 동생 다니는 학교라는 거에 충격이 다 별 생각 없이 봤는데 관련 있다 보니 더 빡치네,0.0,1
794,고교 야구부 감독 월급을 학부모들이 주는 것도 많이 이 상한 데,0.0,2
795,왜요,0.0,2
796,어린 아이들에게 부끄럽지도 않더 나 에 효,0.0,7
797,프로는 감시체계가 있으니 심하진 않죠 하는 사람들이야 심하겠지만요,0.0,5
798,학부모가 월급을 준다는 거 첨 알았네,0.0,14
799,못 짜른 거에 요 안 짜른 거에요,0.0,2
800,1억이면 학부모 얼마씩 내야 되나,0.0,0
801,어느 운동이다 다 마찬가지 하여 간 감독 코치들이 정상인 곳이 없지,0.0,14
802,스포츠계는 진짜 상위 1에 못 들면 운동 좀 하는 아저씨로 늙어가기에 프로리그 같은 곳에 꼭 들어가야 하는데 저따구로 하는 감독은 참,0.0,5
803,학원 스포츠는 프로스포츠의 전 단계가 될 수 없다,0.0,1
804,저런 게 감독이냐 독감 같은 놈이지,0.0,19
805,감독 급여를 교육청 또는 학교에서 지급을 해야지,0.0,11
806,권력 남용은 절대 있을 수 없는 일이다,0.0,11
807,그 성적 이유 인천에서 야구 하는 사람들은 다 알죠 어디서 어떻게 아이들을 뽑아오는지 22년도 들어올 신입생 누구 뽑았는지 아무도 모릅니 다 인천에서 인터뷰에서 자기 반대했던 학부모 출신 중학교 아이들 1명도 안 뽑았거든요 몇 개나 있다고 인천에서는 동산갈 생각 안 하죠,0.0,1
808,감독만이 아니라 교장도 같은 패거리도 보면 됨,0.0,5
809,끝까지 안본 건가 내용이 해를 못한 거 같은데,0.0,14
810,조그마한 권련만 쥐어지면 저런다,0.0,8
811,막줄 마장마장,0.0,0
812,우리나라 스포츠 발전이 없는 이유,0.0,14
813,맞앙,0.0,0
814,참 야구란 알 수 없는 스포츠다,0.0,11
815,뭔가 명언 같음 ㅋ,0.0,0
816,자신의 권력을 남용하는 사람들은 진짜 처벌 엄청 쎄 게 받아야 하는 데,0.0,19
817,구루겡,0.0,0
818,무슨 감독들이 저래,0.0,10
819,뭐든지 돈이 앞에 있는 게 참 많은 생각이 듭니다,0.0,2
820,윤리가 무너졌어,0.0,5
821,이걸 웃어야 해 울어야 혀ㅋㅋㅋㅋㅋㅋ큐ㅠㅠ,0.0,9
822,이게 민주주의다,0.0,10
823,왜 하나도 안 불쌍하지,0.0,2
824,왜 이러는 걸까,0.0,3
825,영국 코로나 담당이라니까 갑자기 이 해가 네 ㅋㅋㅋㅋㅋㅋ,0.0,14
826,아무리 잘못을 해도 미워도 저러면 되냐 학교에서 거슬리는 애를 따시키고 때리는 가해자들이랑 뭐가 다름 저들도 저 정치인이 거슬려서 저런 걸 텐데 사람 대 사람이면 좀 사람답게 행동하자 이성도 없는 인간이 어떻게 인간이냐,0.0,7
827,이건 계란들 입장도 들어봐야 한다고 생각이 든다,0.0,7
828,우리나라는 정치인 하려면 뭐 맞을 각오해야겠네ㅋㅋㅋㅋ,0.0,17
829,썸네일 스나이퍼 엘리트 인 줄,0.0,13
830,롯데 뭐하냐 유망주가 저기 있네,0.0,8
831,셜록 홈즈 나라 런던,0.0,8
832,맞을 짓을 했겠지,0.0,1
833,계란이 아니라 좀 더 확실한 걸로 갔어야 하는데 아깝네요 ㅎㅅㅎ,0.0,1
834,저런 폭력이 아무 소용없다지만 그렇다고 말하면 뭐 통 하나,0.0,5
835,말로 해서 안 되니 계란 던지지 않을까,0.0,3
836,이래서 한국인들이 게임을 잘하구나 ㅓ ㅋㅋㅋㅋ,0.0,7
837,아무리 정치인이 싫어도 칼로 얼굴 긁는 건 아니다 명백한 살인미수다,0.0,3
838,장난감 총보다 강한 게 짱돌,0.0,9
839,아 한민족이 에 임 만큼은 세계 원탑이 지ㅋㅋ,0.0,16
840,근데 커터칼은 존 나 심했다 계란이면 모를까 칼을 얼굴에다,0.0,9
841,전에 아이돌 팬이 항의하는 표시로 바닥에 계란 던지던 거 생각난다,0.0,5
842,계란이 너무 아깝다 요즘은 계란 비싼 뎅,0.0,5
843,옆 사랑이랑 겹쳐 보이는 거,0.0,3
844,공무원들 뭐하냐 ㄹㅇ 니들 우리가 세금 내는 거 알고 있냐,0.0,2
845,우리라면 자살로 위장할 거 같음 ㅋㅋ,0.0,1
846,폭력이 아닌 말로 해결하라이 자막 넣으면서도 찝찝하지 않으신지요 국민은 100번이고 1000번이고 말합니다 국민들 소리를 귓 등으로 듣고 무시하는 게 누군데요ㅋ,0.0,11
847,정치에는 기업도 참여하고 있어서 국민의 말로 쉽게 안 됨,0.0,11
848,왜냐면 던지면 누군지 모르니까,0.0,0
849,말이 안 되니 폭력으로 이어가는 거지 ㅋㅋㅋ,0.0,2
850,진짜 성공한 사람들 정치계로 안 갔으면 좋겠음 잘 하든 말든 모순 때문에 망가지는 게 안쓰러움,0.0,1
851,이것도 모순임,0.0,18
852,외국 사정은 잘 모르겠고 솔직히 우리나라 몇몇은 맞을 만 하다,0.0,11
853,마지막 영상에 폭력이 아닌 말로 라고 써 있는데 말로 해도 안 바뀌니깐 폭력을 사용하는 거지,0.0,1
854,썰전에서는 고소 고발 하지 않겠다고 약속해 놓고는 바로 어 겨버리네,0.0,13
855,팩트 광복절 집회에서 경찰 폭행하다 잡혀 들어갔다,0.0,13
856,말로 안 되니까 저러는 거 아닐까,0.0,1
857,그럼 말 잘하면 되지,0.0,17
858,프로야구 투수들 보다 제구가 좋네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0,1
859,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나도 그럼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0,0
860,말로 안 되니까 폭력을 쓰는 거지,0.0,1
861,어린이 때 하샘 촉법 땜에 안덜림,0.0,9
862,근데 어째 우리나라 계란 던지는 인간들은 에 임이 개 좋네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0,16
863,그 말이 맞다,0.0,18
864,헤드록이 아니라 어깨동무했는데 뿌리친 거잖아 ㅋㅋ,0.0,1
865,저 때 확실하게 끝장냈어야,0.0,17
866,이낙연 개란 맞은 거는 안 올리네,0.0,5
867,조금 생각하면 무례하다는 생각도 들고 통쾌하다는 생각도 들고 오묘 하다,0.0,9
868,우리 한국은 저런 거 언제 해볼까,0.0,16
869,계란 투척 연막탄 투척,0.0,13
870,웃긴 건 진짜 맞아야 하는 정치인도 있다는 것이다,0.0,7
871,몇 개는 잘했는데,0.0,8
872,대한민국 농업 제가 반드시 살려내겠습니다,0.0,9
873,진짜 프로야구 투수가 던진 게 확실함,0.0,5
874,정치인도 정말 하기 힘든 직업이 네 ㅋㅋ,0.0,14
875,인정 활이든 총이든 투석이든,0.0,0
876,입술 찢어졌겠는데 아프겟다,0.0,0
877,김정은이나 푸틴은 계란 맞을 걱정은 없겠네 ㅋㅋㅋㅋ,0.0,11
878,내 도플갱어인가,0.0,8
879,맞소,0.0,0
880,도데 체 어 케 던져야 계란이 입에 딱 맞냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0,17
881,ㄹㅇㅋㅋ,0.0,0
882,바로 고소당하고 국정 윈 지하실로 끌려가서 온갖 고문은 다 당할 듯,0.0,17
883,이 거 그거 같다 그 분노의 질주 더 익스트림에서 샤를리즈 테론 사이퍼 이 좀비 타임 하면서 전부 다 폐차 만들어 놓은 거,0.0,11
884,아니 ㅋㅋ 브레이크 등 왜 안 들어오냐고 아 ㅋㅋ,0.0,16
885,볼보운전자보다 제가 운전 경력 삼십년 가까이 됩니다그동안 대우차 현대차 쉐보레 차 중형급 신차만 뽑아서 운전해본 결과 외제차는 무조건 걸러야 된다고 봅니다 사고 시 부품비 인건비가 타 국산차에 비해 비쌉니다 물론 잘 들 아시겠지만 국산차는 해외 수출용보다 헉소리 나오게 국민들 뒷북치게 만드시는 거 알거에요 그래도 국내 브랜드 차량이 써비스 쎈타도 많고 부품 준비돼 있고 외제차보다 추천 드립니 다,0.0,3
886,주차부터 멋지게 하셨네요,0.0,13
887,운전 실력 굳 국기 게양대 파워 클라스 인정,0.0,13
888,자동 회피로 트럭은 피한 거 아닌가,0.0,5
889,저기 우리 동넨데,0.0,3
890,그래도 현기 만 할까,0.0,8
891,수동 타는 데 현기차 고 수입차고 쌍용차 고 급발진 사고가 일어 나네요 너무 무섭다 이럴 때 수동 짱짱맨,0.0,17
892,3달 된 사고를 지금 엠빅이 올린 다이건 운전자가 언론 플레이 하려는 거임 이 거 사고 블랙박스 풀 영상인데 들어가서 댓글 보셈 운전자가 실수한 거임 김여사가 중립놨다가 엑셀을 브레이크로 착각하고 엑셀 밟고 로 바꿔서 차가 달린 거임 ㅋㅋ,0.0,11
893,안전한 차 맞냐,0.0,8
894,그래서 예능에서 볼보 광고가 안 보였구나,0.0,5
895,뉴스 똑띠 안 씁니까 브레이크 등 단 한 번도 안 들어오는데 이것도 오작동입니까 브레이크 등이 캔 통신도 아니고 스위치라 밟으면 들어오는 게 정상인데 브레이크 보조 등 브레이크 등 다 안 들어오는 게 말이 됩니까 ㅡㅡ,0.0,14
896,2억 겨우,0.0,0
897,키 햐급발진 나면 고객 탓 국내나 국외나 ㅋㅋ,0.0,17
898,전기차를 타면 4226226 이렇게 될 수 있는 거니까 어떻게 탐,0.0,17
899,근데 브레이크 등 안 들어온 거 같은데,0.0,16
900,저 차가 파킹 브레이크가 전자식인지 아날로근진 모르겠는데 아날로그는 에 놓고 파킹 브레이크 댕겨놓고 사이드 내리는 순간 확 튀어나가면서 급발진하는 경우 있긴 함,0.0,17
901,전자식의 큰 문제점이지,0.0,3
902,ㅇㅋ 볼보안타는 걸로,0.0,5
903,브레이크 등이 안 들어오는데 아닌가,0.0,18
904,덤프트럭 타야됨 급발진 없고 튼튼하고,0.0,8
905,안전우선인 볼보는 어떻게 처리할지,0.0,17
906,공포의 19초 영상은 4분 26초,0.0,1
907,중국 지리차가 대주주로 되더니 별 일이 다 일어나는군,0.0,11
908,차 이상하면 바로 박아야 함 속도 붙으면 끝,0.0,13
909,엄청나게 와 소름 무섭네요 ㅜㅜ,0.0,13
910,저렇게 달릴 때 사람 안친 게 정말 다행이네요,0.0,5
911,와 다리 떨려요 진짜 무서워 저런 상황에서 어떻게 해야 하는지 감도 안 잡힌다,0.0,9
912,처음부터 끝까지 브레끼 등 안 들어 옴끝,0.0,3
913,보는 것만으로도 공포네요,0.0,1
914,근디 상으로는 브레이크 밟힌 흔적이 안 보이는 걸로 보아서 급발진 인정받긴 힘들어 보이네요,0.0,9
915,결코 자동이 좋은 건 아니다 수동 장치는 좀 살려 놔라,0.0,9
916,19초 전 ㄷㄷ,0.0,13
917,46초 전 ㄷㄷ,0.0,13
918,ㄷㄷ,0.0,0
919,짱구 택시편에서 나오는 하늘로 날아서 낙하상 펼치고 떨어지는 거라도 좀 만들어줬으면 반 자율주행도 가능한데 그런 기능 하나쯤 넣어주세요 안전띠도 못한 채로 핸들도 안 먹고 얼마나 무서웠을까 ㅜㅜ,0.0,17
920,대한민국 법이 도대체 왜 있는 거지 국민을 가장 먼저 위해야 하는 거 아닌가,0.0,14
921,아니믄 잔투기처럼 비상탈출 버튼 누르면 선루프 열리면서 운전석 시트 랑 같이 하늘로 날려 보내는 걸 달거나,0.0,13
922,볼보여서 살아있는 것을 다행이라고 해야 하나와 볼보 급발 진 입증하기 어렵다는 데,0.0,17
923,중국산 끝,0.0,0
924,우리 흉기를 보십시요 볼보 양반 ㅋㅋ 우리는 이걸 우 전 미숙이라 결정합니다 허허허,0.0,9
925,트렁크 안에 낙하산 같은 거 달면 안 되나 그 어느 정도 속도에선 트렁크 열리고 펼쳐져서 감속 되게,0.0,9
926,볼보 좋네 볼보 사야징,0.0,8
927,아자씨저 영상 보면서 그렇게 밖에 말씀 못 하십니까 아자 씨,0.0,3
928,자율주행이 좋은 것만은 아니야 내가 제어하려 해도 안 되잖아 앞으로는 이런 끔찍한 일들이 많을 것이다,0.0,7
929,행동요령 1 시동을 끄지 말기 핸들 잠길 위험 2 풋 브레이크를 꾹 밟기 나눠 밟기 금지 3 기어를 중립으로 바꾼다 또는 엔진 브레이크 이용 4 속도가 줄어들면 사이드 브레이크 올린다 확 올리면 드리프트 발생 위험 5 최후의 수단 가드레일과 같은 주변 안전한 지형지물을 이용해 벽을 긁으면서 속도를 줄인 다 사전에 풋 블랙박스를 설치한다,0.0,17
930,현대 기 아가 더 심한데 답이 없다,0.0,11
931,이 사고 역시 운전자 과실로 몰아가겠죠 늘 그랬던 것처럼,0.0,1
932,근데 브레이크는 왜 안 잡냐 운전 미숙 90퍼 이상,0.0,11
933,브레이크 등 불 들어온 상태인데 질주합 겁니다 눈을 크게 뜨고 보세요,0.0,17
934,진짜 이쯤 되면 급발진 대비해서 차량 바퀴 강제 수동 탈출이나 강제 엔진 폭파 기능이라도 넣어야 하는 게 아닐까 싶다,0.0,8
935,볼보 이 제 중국차 아닌가,0.0,16
936,내가 전자장비를 별로 안 좋아하는 이 유 중 하나지,0.0,14
937,출발하자 말자 사이드로 받아야지,0.0,17
938,지금 차가 로 체 이노베이션 2010 식인데 저런 전자식으로 된 차의 오작동 때문에 겁나서 차를 못 사겠다 요즘은 다 저런 차들이 많아서 겁난 다 겁나,0.0,5
939,저리 달리는 데 브레이크 등이 안 들어 올 꼬 ㅋㅋ급발질이라 주장하는 사고 중 대부분은 그냥 운전 미숙,0.0,1
940,브레이크 등 안 들어오는데 급발진 맞어 다른 급발진 사고는 브레이크 등 들어오고도 급발진 되드만,0.0,16
941,자동 시스템 맹신하다 잘못되면 큰 사고로 이어지더라,0.0,3
942,뭐 같은 나라 일반인 보고 증명하란 다 결론 일반인이 백프로 못 찾는 걸 아니깐 전부 너네 잘못이다 라고 암암리에 말하는 논리지,0.0,1
943,저기 요 현기차는 급발진 더 많은데 그거는 안내 보내주고 수입차만 ㅎ 내보내는 거는 무슨 심보죠,0.0,9
944,브레이크 등에 불이 들어오지 않았어요 저렇게 전 속력 내는 데도 그냥 엑셀 밟고 있는 것 같은데요,0.0,1
945,뺄 수 있다면 자율주행 등등 전자식은 다 빼야겠구만 새 차 뽑기 겁나네,0.0,17
946,어린이 보호구역 아닌가 불법 주정차 잘 봤습니다,0.0,13
947,믿고 거르는 중국산 중국 자 들어가면 망한 다 롤 판도 망조들 음,0.0,9
948,국회의원 일이 아니니 대충 넘어가는 거지 ㅋㅋㅋㅋ,0.0,13
949,장애인데 2억원 이러니 기업들이 소비자를 우습게 알지 미국처럼 몇 백억 소송으로 징벌적 배상을 하게 해야 함 그나자나 급발진하면 그냥 속도 붙기 전에 핸들 틀어 어디 나무나 가로등 벽에 부딪치는 게 날 듯,0.0,11
950,브레이크 등 안 들어왔는데 저 상황에서 뭘 작동할 수 있나,0.0,5
951,요즘 나오는 차들이 급발진 차들이 너무만 네 옛날 차들은 이런 차들은 없었는 대차는 말뚝이 좋은 건대편리하게만 듬만큼 오작동이 너무만네다 시 말뚝으로 갑시다,0.0,2
952,무섭네요,0.0,0
953,볼보도 중국에 넘어가니 저렇게 되 네 우와 차가 급발진에 통제 불능 상태 네 요즘 차는 전자 기판이 제어를 하니 작은 불량에도 차가 먹통이 될 수 있지 그에 반해 예전 차는 기계식이라 사람이 급발진이 없었지 특히 수동은 급발진 이라는 게 없음,0.0,11
954,급발진 아닌 거 같은데,0.0,16
955,이 와중에 어린이 보호구역에 주차 해놓네 ㅋㅋㅋㅋ,0.0,5
956,브레이크 등이 않보 이는 디 급발진도 브레킹 등은 들어와 야 유리한 디글 고 불법 주정차 하셨습니다,0.0,1
957,브레이크 등이 안 들어오는 데,0.0,18
958,그 자율 시스템이란 것이 컴퓨터 시스템이라서 오류가 나면 지 멋대로 움직일 수도 있다고 본 다 앞으로의 지동차들은 저런 경우가 허다할 것이라 본 다 컴퓨터도 순서에 맞게 부팅을 하고 종료를 해야 오류가 나 지 않는다 분명히 저건 시스템 오류일 가능성이 높다,0.0,1
959,걍 바로 앞에 차박는 게 제 일 낫나 내가 저래되면 어떻게 하지,0.0,1
960,비상상황 시 강제 종료 버튼 좀 마련해라 정말 어 쩔 수 없을 때만 눌러야 할 곳에 넣으면 헷갈리 지도 않고 좋을 것 같은 데,0.0,17
961,미쳤냐 그럼 더 대형 사고 난다자동차가 어떻게 속력이 붙는지 어떻게 감속을 하는 지도 모르고 뭔 컴퓨터도 아니고 강제 종료 버튼이야 ㅋㅋㅋ,0.0,9
962,사면 호구되는 외제차,0.0,13
963,현기도 저런 사고 나면 그냥 자 차 처리하고 만 하지 손해배상 안 해줌 자국 기업인데 더 심함,0.0,11
964,자동차가 편한 도구이면서 자칫하면 남을 죽일 수도 본인도 죽을 수 있다 너무 많은 편의 장치 좋을진 몰라도 오작동하면 죽을 수 있다,0.0,11
965,안 전의 대명사 ㅠㅜ,0.0,17
966,23년 경력 ㅜㅜ,0.0,0
967,부상당하거나 사고 당하게 되면 건강한 사람도 자기 몸의 기능을 잃게 된다 저건 돈으로도 보상 안 된다,0.0,9
968,볼보 중국 차임ㅋㅋㅋㅋㅋㅋ,0.0,8
969,보기만 해도 무섭다,0.0,8
970,ㅋㅋ 볼보도 옛말이네,0.0,14
971,운전자 뿐만 아니라 아무 상관없는 주변 운전자나 보행자까지도 큰일 날 수 있는 건데 대책이 필요하네요,0.0,17
972,볼보도 갔구나,0.0,14
973,말이 쉽지 재빠르게 들이 박는 거 힘듦ㅠ 아이고,0.0,11
974,불매운동해야 돼,0.0,13
975,자동차인 간 멸종 프로젝트를 실시한 다쿠쿠쿠,0.0,3
976,남일이 아니라 차 있는 모든 분들 남의 차 타는 모든 분들 물론 나에게도 일어날 수 있는 일이라 더 무섭다,0.0,11
977,볼보 시리즈는 중국 생산입니다,0.0,17
978,와 이런 거 보면 너무 자동화도 좋고 편한 건 아닌 듯 많이 안 다치고 사람 안 친 거만 해도 천운이다,0.0,1
979,사람 12주,0.0,1
980,브레이크 등 점 등이 안 보이는데 영상에서 보여지는 부분이 극히 일부라서 그런가요,0.0,5
981,자율 주행이 굳이 필요한지 궁굼 하네요 ㅋㅋ 많이 써먹지도 않은데 문제가 많네요 블 박 발 옆에도 설치해야 겠네요 국산이고 외제 고 저런 건 일단 발뺌하니까 요 하긴 동영상 있어도 인정 안하는 회사도 있던데 어떻게 처리할런지,0.0,17
982,여기 서 판교 처가 집 쪽인데 저기 다리 만 지나면 6차선인 가 8차선인데 저렇게 달릴 수는 없을 꺼 같은 데,0.0,3
983,중립기어박아라,0.0,13
984,스틱차가 답이네,0.0,8
985,그 안전하다는 볼보도 저런 게 터지노,0.0,16
986,차 팔기 전엔 손님 팔고 나면 호구되는 세상,0.0,8
987,볼보 불매 운동해야 한다,0.0,13
988,그 와중에 운전 잘하시네 사람이나 다른 차나 지형지물 안 박고 ㅎㄷㄷ,0.0,1
989,볼보도 피해갈 수 없는 급발진이라니 무섭다 ㅠ 제대로 된 보상과 사과가 있길,0.0,17
990,요즘 차보더 옛날 차가 더 튼튼하고 좋은 듯 안전하고,0.0,3
991,볼보 소비자가 인증하라,0.0,9
992,판교네,0.0,11
993,현대차는 운전자 미숙이고 외제차는 오작동이냐,0.0,9
994,급발진 아닌 거 같은데 브레이크 등도 안 들어 왔고 영상 보니 기 어변 속 하는 소리 들리는데 피해자 주장은 가만히 있었는데 자동으로 출발까지 했단 건가,0.0,11
995,또 국토부와 볼보코리아에서 급발진 은폐하려 하겠내,0.0,3
996,브레이크 등 안 들어온 거 설명부터 하고 급발진 영상이라고 올리든,0.0,5
997,와 얼마나 무서웠을까 ㅜㅜ,0.0,13
998,브레이크 등에 불 들어와 있는 건가요 그냥 궁금해서요,0.0,5
999,사이드 브레이크를 건 다 그래도 속도가 안 줄어들면 시동을 꺼버린 다 이것도 방법이라네요 자동차의 전원을 끄면 소프트웨어가 무소불 위에 것도 전류가 흘러야 오작동이라는 것도 할 테니,0.0,14
1000,차가 이상 작동하면 무조건 박아서 세워야겠네,0.0,13
1001,핸들이 조작되지 않았다면서 중앙선 넘어서 앞차를 피하네,0.0,17
1002,볼보가 문제가 아니라 요새 신기술 관련 전자제어 쪽이 많은 기술력에 비해 가끔 오류가 생기는 빈도가 심해지는 건 사실 편의는 좋아졌지만 목숨은 더 위험해진 듯,0.0,1
1003,2억원의 손해배상 소송 너무 착하신 듯 20억을 배상 소송해도 모지랄판에,0.0,9
1004,출고될 때 페달 쪽 카메라 설치 의 무적으로 달아야 함,0.0,3
1005,근데 브레이크 등은 왜 꺼져 있나요 그리고 보통 시동 킬 때 브레이크 밟고 하지 않나요,0.0,11
1006,공포 그 자차였을 듯 ㅜㅜ,0.0,3
1007,브레이크 등이 들어오지 않은 것으로 봐서는 브레이크를 전혀 밟지 않은 듯,0.0,5
1008,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뚜벅이 생각 좀 해봅시다,0.0,5
1009,제발 전화 끊고 운전 하세요 제발,0.0,13
1010,죽을 뻔했는데 2억으론 부족할 듯,0.0,17
1011,출발하기 전에 브레이크 등 불들어와 있다가 출발할 때 브레이크 등 꺼져 있는 거 같은데,0.0,5
1012,운전자는 에 놓은 건가요 였을까요,0.0,5
1013,전자기기가 많이 들어갈수록 차는 문제가 많아진다,0.0,5
1014,외국 차팔이들도 현기가 어떻게 대처하는지 다 알 텐데,0.0,7
1015,머선 129,0.0,0
1016,무섭네요,0.0,0
1017,무섭다,0.0,0
1018,급발진이라고 주장하는 거의 대부분의 사고가 50대 이상 운전자에게서 발생한다 멈춰 있는 차가 아무 이유 없이 달려나가진 않는다,0.0,17
1019,그리고 저차량은 차선이탈 방지 전방 추돌방지 기능이 있는 차임 급 발진 중에는 작동 안 되서 전문가도 오동작 말하는 거임,0.0,9
1020,내가 현대 스마트센스 안 넣는 이유,0.0,11
1021,현기 급발진은 방송 안하고 외제차 의심 사례는 바로 뉴스감 이구나 ㅋㅋ,0.0,11
1022,이래서 블랙박스에 소리도 녹음해야 함,0.0,11
1023,늘 말하지만 갑자기 저러면 첨에 인도로 올려서 박아서 강제로 멈췄으면 덜 다쳤을 건데 아쉽네요,0.0,8
1024,브레이크 등은 왜 안 들어왔을까요,0.0,18
1025,딱 봐도 급발진 인디 운전자가 이길 수 있을까 ㅠㅠ,0.0,9
1026,브레이크 등이 안 들어온다,0.0,18
1027,신자율 주행 서비스가 옛날 차가 나은 듯,0.0,3
1028,근데 솔직히 차에 타면은 안전벨트는 무조건 해야지,0.0,11
1029,얼마나 무서웠을까,0.0,13
1030,근데 브레이크 등이 안 들어 오네요,0.0,2
1031,편집이 ㅠ 어지러워요 ㅠ 한국에 들어온 이상 고가 차량도 현기와 다를 바 없다,0.0,9
1032,차주분이 뒷자리에 탔는데 저런 상황 발생되면 어떻게 되죠 사건이,0.0,1
1033,자율주행도 문제가 많네,0.0,5
1034,볼보 무섭네요,0.0,3
1035,좋아요 봇 돌린 건가,0.0,0
