,0
2597,2억 가지고 되겟어?평생장앤데
2598,이건 운전 미숙인거 같은데…???
2599,볼보 이상없는데 급발진으로 주장한거면 볼보에서 고소하나?
2600,주황실선구간 어린이 보호구역 차로에 떡하니 주차해놓은...<br>운전경력 23년이라는 말이 무색할만큼  당황해서 차량 제어와 피해를 최소화 하려는 모습이 보이지 않고 그저 소리만 지르는걸로 보이네요.<br>급발진이던 아니던 주정차는 잘못했고 운전자도 침착하지못하고...
2601,헉 볼보가...이럴수가...
2602,",하 50대라고 들었는데 여사님이셨네"
2603,볼보는 거른다
2604,기어가 바껴서어쩌고하시는분들;;;; 오토홀드 있는차량에다가 안전벨트 풀면 전자식파킹브레이크까지 걸리는데 이게 시동 걸린채로 기어가D에 있어도 경고등만 뜨고 전자식파킹브레이크가 잡아주기때문에 앞으로 가질않거든요?......정확한 경위를 모르는상태에서는 갓리적킹심이니 뭐니 하면서 2차피해주지맙시다 ㅠㅠㅠ
2605,근데 기어안넣으면 안가는 차종인데 <br>정지상태에서 통화하고 출발할 생각없었으면 파킹에 뒀던거 아닌가;
2606,"안전벨트 안착용해도 안가는  볼보아닌가,"
2607,원래 볼보 KKK집단 차임
2608,흉기 급발진 뉴스는?
2609,ㅋㅋㅋㅋㅋ그냥 쳐 세우면 주차장이지 ㅋㅋ
2610,페달좀ㅋㅋ
2611,보호구역에 주정차를....
2612,급발진시 기어를 그냥 N에 놓으면 서서히 멈춥니다...  간단한건데
2613,공포영화 그자채
2614,"급발진은 없다고 실드치는거 아니고<br>여러 급발진들 영상 보면서 아예 없진 않다고 생각은 하는데<br><br>다만 이영상을 보며 느낀점<br><br>1. 들어오지 않는 브레이크등<br><br>2. 23년 경력 에서 나오는 저 반응..<br>볼보차는 잘 모르겠어서 차 특성상 안되는걸지도 몰겠는데<br>핸들을 꺾거나 적어도 중립 기어나 사이드브레이크, 파킹은 생각해야하는거 아닌가?(물론 이런 조치를 취했음에도 안된 경우는 꽤 되는듯... 다만 그 어떤것도 안한게...참)<br><br>3. 위의 내용과 관련하여 경력이 23년이라고하는데<br>매체 특성상 자극적 보도를 위해<br>장롱에 짱박아둔 햇수까지 셌을 가능성<br><br>4. 주정차 위치 인성 및 통화...<br>통화하느라 주의가 흐트러진게 아닌지?<br>물론 23년 운전했으면 그럴일 없겠지<br><br>5. 차에 내장되어있는 모든 기능이 맛갈수있나? 브레이크등 포함해서. 그리고 차 잘 피해다니던데ㅋ<br>가능성은 있겠지 이건 선 넘었으면 취소<br><br>진실은 아무도 모르지"
2615,볼보가 흉기가 됐어ㅋㅋ 그나저나 급발진시 초반에 가로수라던지 박아서는게 가장 베스트긴 한데 그걸 훈련할수도 없는 노릇이고 난감하구만
2616,브레이크등 왜 안들어옴?? 뭔가 이상한데???
2617,아니 부정만 하지말고 인정좀 하면 안돼나?<br>잘못한건 잘못한거지
2618,김여사 닥쳐라
2619,불법 주정차 ㅋㅋ
2620,이런식으로아이들 여럿보냈지 김여사가...
2621,사연은 안타깝지만 주차를 x같이해서 벌받은거 아닐까요? 저기 주차하시고 장보러가시면 안되는거같은데
2622,그러게 주차금지구역에 왜 주차를
2623,껀수하나 잡았네. 부채질하는 회사가 있지. 자기들껀 상표도 가리고 한두시간이면 어디로 사라지는데 수입차는 몇날몇일 우려먹기.
2624,주차참잘해놓으셧네..
2625,내 속에 악마있나봐<br>아악아악 소리에 헛웃음이 터져버리네
2626,아니 어떤 미친놈이 목숨을 걸고 길거리에서 저렇게 달리냐고 이건 오작동이지
2627,브레이크 안쓰냐ㅋㄹㅋㅋㅌㄹㅋㄹㅋㅋㅇㄹ
2628,아 알겠는데 불법주정차 극혐이라 감정이입이 안되네
2629,운전미숙
2630,현기차 급발진때문에 역시볼보인가..했다가 이거보고 그것도아닌가보네 ㅠㅡ 뭐타야되냐..
2631,"내가 실수로 이처럼 문닫고 바로 탈때 앉은 자세가 삐딱해져서 브렉인줄 알고 계속 밟고 있었는데 보니깐 엑셀이더라, 뭐지 뭐지 하면서 계속 밟음"
2632,@김프로 물리신호가 전기신호로 바뀌는라서 들어옵니다.엑셀값이랑은 상관없어요
2633,@곽타니 그건 차가 정상일때구요^^
2634,@김프로 급발진이여도 브레이크등은 밟으면 들어옵니다.제동은 별개일진 몰라도<br>궁금하시면 같이 밟아보세요
2635,@ruu ddduu 시동걸때 시동이 안걸리더라구요~<br>그후로는 일단 앉을때 자세부터 지대로 앉아서 시동걸어요
2636,@곽타니 급발진은 차량상태가 비정상 상태가되기때문에 경험해보지않은분들이 섣부른추측을하는걸 보니 씁쓸하네요 브레이크 안먹습니다
2637,시동끄면되는데 기어중립이나
2638,AI의 습격이다ㄷㄷ
2639,제발 한국소비자를 호구로 대하는 해외 자동차 회사들에게 강력한 법으로 처벌 좀 해라.<br>미국이나 캐나다 하다못해 호주 그리고 유럽에서 이런 일이 발생했으면 회사 이미지 추락할까봐 먼저 꼬리 내리고 리콜까지 한다.<br>언제까지 비싼 돈 줘가며 호구 대접 받을래?<br>쎄게 나갈 건 쎄게 나가야지.
2640,주차 *같이 한 벌이다.
2641,"아니ㅋㅋ 자율주행이 엄청난 인공지능인가<br>앞차인식해서 핸들꺾어서 중앙선 넘고 오토바이, 사람피해서 그 좁은 공간을 최고속도 120km로 주행한거면 볼보가 한국정서에 맞게 인공지능 개발 오지게 잘한거지ㅋㅋㅋ"
2642,응 중국차
2643,가만있다가 사람이.타니 차가 급발진했다? 차가 🐎이가??
2644,"하이튼 자동차 회사들 차 팔 때는 &quot;고객님&quot;이고 팔고나면 &quot;호객님&quot;이라니까, 풋캠을 달아야하나~;;"
2645,당황해서 그랬겠지만 빨 리판단해서<br>요리조리피하다가 속도 올라서 크게 당하지말고 처음 울타리나 벽으로 꺾어서 속도줄였어야했는데
2646,딱봐도 김여사잖아<br>악셀에 구두가 끼였나보지<br>이젠 놀랍지도 않아
2647,운전을 그렇게 오래하고도 엑셀이랑 브레이크를 구분 못해서야;;
2648,요즘차들 전자장비에러가 만타 옛날수동차들이 안전하지
2649,급발진 됬으면 놀라서 브레이크 젤 먼저 부서질 정도로 밟겠죠?
2650,하지만 브레이크등은 들어오지않았다 <br>벽에 박고 브레이크등 들어와있다
2651,"<a href=""https://www.youtube.com/watch?v=tx4bZDM_mok&amp;t=1m48s"">1:48</a>이사람 죽다 살아났네 ㄷㄷ"
2652,옵션이 많으면 오작동 위험도 크다
2653,난 볼보를 믿어~
2654,난 또 차에 사람이 없는데 차가 움직였다는 줄 알았는데
2655,급발진 주장하려면 면허증 걸고 주장하자
2656,브레이크 등이 안들어오는데요..
2657,기능많은차 비추
2658,엑셀이든 브레이크든 차주 외에 인명사고 없어서 너무 다행이고 차주분은 너무 심하게 다치셔서 참 맘이 그렇네요 너무 나무라진 맙시다 본인이 제일 힘들겟죠
2659,피해자면 많이 힘드시겠지만 지 잘못이면 쪽팔리니까 괜히 지가 잘못하고 배상 청구하는건데..
2660,안박은게 신기하다
2661,운전경력 23년은 똥으로 배웠나
2662,급발진하면 일단 옆으로 틀어서 가로수건 뭐건 들이받아야지<br>지 안죽겠다구 저리 달리다가 다른사람 죽일려고
2663,@바카스짱 그러니깐 안겪어 보셨잖아요...사람은 당황하면 어쩔수 없어요 전문가 아닌이상...차쪽으로 잘 아시는분들도 당황하시는데 일반 사람들은 더더욱 그렇죵
2664,@rosscc C 니보단 어리진 않겠지?ㅋㅋ 겪어보나마나 차가 이상하면 옆으로 틀어야지 달리는게 제 정신이냐?
2665,이런 벌레같은새기들은 겪어봐야암 아직 어려서 생각을 잘 할줄 몰름
2666,우리 진성이 병신같은 소리만하네 ㅋ
2667,당황하면 그런 생각 할 틈도 없지...;;
2668,글게 왜d드라이브에 놓냐고~
2669,지금 볼보가 중국 중국 중국  꺼리지
2670,어린이보호구역 불법주정차 신고하고 싶은데 번호판 블러처리 했네 ㅋㅋㅋ<br>그렇게 많은 급발진 차량 사고들은 왜 다 사람이 타고 있을때만 발생할까? ㅋㅋㅋ 시동 건 채로 사람이 타고 있지 않은 경우도 많은데
2671,불법 주정차한 김여사가 벌받은 것 뿐임<br><br>김여사는 평생 김여사다 ㅇㅇ<br><br>운전경력 23년 운운하면서 선동하는데 역시 유사언론채널 답다
2672,이거그 브레이크 밟으면서 핸들 확 꺽어서 그냥 굴르랬는 데 굴르던가 멈추건가 둘중하나
2673,나라법이 그지 같은데<br>이런 급발진 의미없어요<br>부산 산타페도  제조사<br>알고도  무마 시키는곳이<br>대한민국이네요
2674,아고...그냥 저때 바로 문열고 뛰어 내릴 생각하지..
2675,뛰어내린다라는 생각을 못하지 않을까요 당황해서
2676,편집을 개같이했네 결과가 나온다음에 볼보를 까던가 해야지 결과도 안나왔는데 볼보 존나 까고있네 지상파라는 새끼가
2677,급발진이라 치고<br>기어를 중립으로 빼면 세울수 있지 않을까?<br>왜 이 생각들을 못할까?
2678,근데 박는거까지 보여주는게 혹시 불법인가요?<br>사고영상 보면 늘 다 짤려서
2679,급발진이 확실한가요~~???
2680,당황하면 생각없겠지만 차라리 속도 올라가기전에 앞차를 박던 도로석에 계속 타이어를 긁던 해야됩니다..ㅠㅠ속도 올라갈수록 더 크게 다쳐요.
2681,운전경력 오래 되었다고 실수 하지 말란 법은 없지<br>브레이크등 한번도 안들어온게 방범cctv에 적나라하게 찍혔구만...
2682,몇몇  댓글들은 눈을 의심하게 한다. 사람 맞냐?
2683,돌보는 사고조사팀이 철저한편이니 분석 기다리겠습니다. 운전미숙이 아니길 바라봅니다
2684,님들 볼보한테 왜 그럼?<br>약속 잘지키고 있잖음<br>지구를 해치는 가장 큰 원인은 인간임 그러니깐 가장 큰 원인인 인간을 줄이고 있는거잖슴ㅋㅋㅋ
2685,왜 브레이크등이 안들어 오는거야 브레이크등도 오류난건가
2686,"사람이 죽을뻔했는데, 고작 2억원도 안주겠다고 저지라라냐 싸바로미들이 ㅠ"
2687,그냥 김여사 같은데
2688,브레이크는 왜 안밟은거죠
2689,상상으로만 차가 이렇게 되는 생각해봤지<br>이게 현실이 될줄은..
2690,볼보 최신기능에는 불법주정차시 엑셀이 자동으로 밟히는 기능이있는데 모르셧나
2691,갑자기 폭주? 브레이크등 불 안켜졌는데? 정답! 기레기!
2692,뭐같은것들이 있어서 그렁치  <br>이게법이냐
2693,급발진은? 왜대부분 여사님 아니면 고령자일까? 그것도좀알고싶네요
2694,차체 문제는 맞는데 현대차기 난리 피울땐 가만 있던 언론이 외제차는 물고 뜯고 날리구만.
2695,우회전도로에 주차후 물건을 샀다에서부터 의심이간다(김여사) 브레이크등 들어온것도 안보이고 중앙선 방지용 센서도있는데 안울렸다? 후방영상이나 주변차많던데 블박 확인해야할듯
2696,왜 항상 급발진 사고 영상에서 운전자는 &#39;여성&#39;일까? 진짜 ㅈㄴ궁금함
2697,브레이크등이 안들어오는데..음
2698,운전경력 23년? 면허딴지  23일 된 사람도 저따구러 주차는 안합니다!
2699,급발진일때 그냥 N단에다가 강제로 쳐박아넣거나 그냥 시동끄면 되지않나요?
2700,볼보 법무실 일 안하냐?
2701,"볼보도 별수없구만,  내 사전에 급발진이란 말은 없다"
2702,자동차 광고할 때 왜 마네킹임? 만든 사람이 차 안에서 광고 찍어야 되는 거 아님? 안전성을 증명한다면서?
2703,우리 애가 물어본다면 이렇게 답해줄듯<br>우주에는 왜 사람보다 원숭이를 먼저 보냈을까<br>실험쥐는 왜 존재하는걸까
2704,이거 전체영상 제대로 본 사람은<br>다 볼보편이더라고요<br>오히려 저 아줌마가 볼보한테 보상해야한다고
2705,@김상균 답답한 인간일세 ㅋㅋㅋㅋ
2706,@김상균 뭐만하면 알바랜다 ㅋㅋㅋㅋ 세상 편하게 사네
2707,볼보알바죠
2708,목숨을 담보로 연기할사람이 있을까?<br>명백히 오작동이 맞다 반드시 배상받아서 추후 이런일이 재발할시 부당한 사례가 없길 바란다
2709,"개돼지<br><br>유시민의 노무레오, 김어준의 가짜뉴스공장, 박병일 채널같은거 주로 볼 듯"
2710,우매한 대중들... 언론이라는게 사실관계확인이나 판결 없이 특정 방향으로 잠정적인 결론을 짓고 보도하는게 말이돼냐.<br>늬앙스와 의도가 적나라해서 티가나도 너무 나네 ...ㅎㅎ
2711,이게 K-급발진임;; 아몰랑 사실관계가 어찌됐든 일단 급발진임;;암튼 급발진임;; 볼보도 이제 못믿음;;
2712,"사고를 당한 분께 안타까운 마음을 전합니다. 더불어 우리나라에서는 왜 많은 입증 책임이 구매자에게 운전자에게 부가되는지 화가 납니다. 2억원이 아니라 200억원의 손해배상 소송도 가능하도록 해야 하며, 판매업체의 불성실한 대응에 대해서도 징벌적 손해배상을 가해야 합니다. 연합뉴스 보도에 따르면 &#39;~ 변호사에 따르면 도요타는 2007년 오클라호마주에서 일어난 캠리 승용차의 급발진 사건과 관련해 2013년 10월 배심원단이 &quot;피해자들에게 300만달러(31억8천만원)를 배상하라&quot;는 평결을 내리고 &#39;징벌적 손해배상금&#39;을 산정하려 하자 곧바로 피해자들과 합의했다. 합의금 액수는 비밀에 부쳤다.&#39; 국내 완성차 시장과 수입차 시장이 나날이 성장하고 있습니다. 우리 소비자들의 목소리를 반영할 수 있는 사법 시스템의 정비와 법제화가 시급하네요."
2713,핸들 제어가 안된다고?ㅋㅋㅋㅋㅋㅋㅋ 잘되는데요?ㅋㅋㅋㅋ<br>브레이크 등이 안들어와있는데 브레이크를 밟아보셨다고요?ㅋㅋㅋㅋㅋㅋ<br>기계는 절대 거짓말을 못해요.
2714,"<del>르-, -쉐</del> 빼고말이죠."
2715,야 근데 볼보 개빠르게 나간다
2716,볼보도 중국 가니까 안전의대명사가 아니네
2717,그래도 볼보라서 몸은 괜찮을줄알았는데..<br><br>역시 안전벨트를 안매는 순간..<br>볼보따위 필요없구나<br><br>여러분 그만큼 안전벨트 절때<br>무시못합니다 꼭들 맵시다!!
2718,아니 스탑엔고 디폴트로 잠겨 있는게 볼보인데 악셀 밞은건 백프로 입니다. 아무조록 진상이 규명 되길 바랍니다.
2719,현기차가아니네
2720,솔직히 이런 경각심을 가지지 못한 사람입장으로 어어 이상하네 하고 바로 박아버려야지 하는 판단이 쉽지않을텐데...<br>급발진 사고 수사에 있어서는 투명하게 정보 제공하는날이 언제올까
2721,불법 주정차한 김여사가 벌받은 것 뿐임<br><br>김여사는 평생 김여사다 ㅇㅇ<br><br>운전경력 23년 운운하면서 선동하는데 역시 유사언론채널 답다
2722,ㅋㅋㅋ 볼보 중국차 에요^^
2723,급발진 아닌거 같은데..ㅋㅋㅋ
2724,다시보니 움직일때 브레이크등 안켜진거보니 브레이크랑 가속이랑 착각하신거 같은대. 진짜 급발진이면 박은 후에도 계속 가속하지 않나요?
2725,여러 경험자들 말에 따르면 브레이크 페달 굳어서 안밟아진다는게 정설
2726,근데 왜 급발진 사고는 항상 사람이 타있는 영상만 있나요?
2727,아니 엔진과 미션은 따로고 그래서 기어의 작동이 전진을 향했을때 전자적 신호로 엔진의 실린더 운동으로 작동하는 크랭크축 운동과 미션의 전진기어가 연결되면서 가는거아님? 그럼 저럴때 N단에다 놓고 브레이크 사이드브레이크 잡으먄 되는거아님? 자동차공부 하나도 안해서 몰라서 말하는거라 설명님 등장바래요 ㅠ 제가 틀린건가 ㅠ
2728,저거는 급발진은 아닌거 같은데 보통 급발진은 저렇게 가는게 맞지만 브레이크 등은 들어옴 근데 보면 브레이크등 절대 안들어 오 잖아
2729,미쳤다고 저정도까지 가는동안 브레이크를 안밟았을까요<br>저건 급발진이죠<br>급출발해도 사람이 저정도로 최대치를 한번에 올리지못합니다
2730,그래도 경력 20년 이상이면 브레이크는 밟겠지...
2731,안들어온거 많음<br>안들어오는건 브레이크 밟아도 밟히지가 않는다고들 했고요
2732,하 답답해. 근데 뒤에 브레이크등은 안들어오네
2733,급발진이 일어나면... 걍 운전자가 차밖으로 뛰어내려야 확실히 인정받을듯....
2734,급발진은 왜 노령층과 여사님들한테만 주로 일어날까? 참 미스테리햐
2735,볼보한테 고맙게 생각해야지 소송은 무슨ㅋㅋㅋ
2736,길가는 사람 안친게 진짜 천만다행이다 ..ㅠ
2737,@f rog 근거도 없이 아줌마 혐오하는 거 보면 못된 엄마한테 학대라도 당했나?
2738,@장세현 아 저 때문에 오해하셨었나봐욬ㅋ
2739,@jfkdk187 자기소개잘들었구요 풉🤪🤪🤪
2740,@f rog <br>키보드워리어짓 하면서 다른사람을 깍아내리는 것으로 자존감을 채울려는 인생망한 패배자관종
2741,@짱똘맨 헐.. 그렇네. 글 하나 제대로 못읽네
2742,볼보니까 이정도지~ 현대였으면 어떨까요...
2743,볼보도 흉기화 되어가는건가..
2744,P에서 급 발진은 듣보잡이다
2745,뭐든 급발진이라거하내
2746,볼보 개똥차   핸들이 제어가 안돼는 상황인데 뭘 들이받나
2747,중국으로 넘어간 볼보가 결국엔...
2748,자동차회사가 사람목숨을 장난감처럼본적이 한두번인가<br>그냥 니가사서탄거고 니가사고냈으니 돈주기아깝다고해라
2749,볼보 그런 회사아니에요..ㅋㅋ 안전을 철학으로하는 브랜드라 차량리콜도 잘해줍니다 한국에서도 시티세에프티오류로인한 리콜 해준적도있었고 다른나라에서도 해줘요 자료찾아보시면 2002~2018년 사이 영국에서 사망사고가 단 한건도 발생하지않았다 대략 판매차량은 80만대이다 라는 자료도있습니다 저는 다른회사는몰라도 볼보는 괜찮은것같아요
2750,불법 주정차한 김여사가 벌받은 것 뿐임<br><br>김여사는 평생 김여사다 ㅇㅇ<br><br>운전경력 23년 운운하면서 선동하는데 역시 유사언론채널 답다
2751,운전경력이중요한가 실수는한순간인데<br><br>근데보면 브레이크등이 안들어오는거같은데<br>영상이제대로안보여서모르지만 만약 급발진이면 무섭긴하네<br>나는 그렇다쳐도<br>만약 울엄마가 급발진이 나서 저런다그러면..<br>상상도하기싫네<br>실수건 급발진이건 뭐가됐건 빠른쾌유를빕니다
2752,진짜 너무 무서우셨겠다..
2753,시속 120에 안전벨트 없이 충돌인데 운전자가 살았다고????
2754,"※회개의합당한열매를 맺으십시요. 주님께서 오시고 계십니다. 예수님을 구세주로 영접하고  성령으로써 거듭나서 죄의 악한기질과 죄의성질들을 버리고 &#39;개과천선&#39; 하고 살아가십시요. 곧 메시야께서 오십니다.<br>여러분에  영혼을 영원한생명을 얻도록 준비하십시다.  이세상은 지구는 멸망의 때가 다 되어가고 있습니다.  음란, 부도덕, 불경건함, 동성애, 레즈비언니즘, 낙태죄, ...등등 수없이 많은 죄들이 세상에 가득합니다.  코로나는 지구의 시간이 이제 다 됬고 멸망의때가 다다랏으니 모든사람은 회개하고 거룩하게 살고 예수님을 구세주로믿고 , 십자가를 짊어지고 죄를 멀리하고 천국을 준비하라는 하나님의명령  싸인입니다.<br><br>※ 맨밑으로 내려 보시면  &#39;아더박채널&#39;    있습니다.<br><br>유투브에서 검색 (회개와   거룩함   사역회),  또는    영어로   &#39;아더박채널&#39;<br> 링크를 실시간으로 올라오는 영상을 여러분에게 알려서 천국을 준비하도록 하였으나 유투브에서 영어로 &#39;아더박채널&#39;  영어 글씨도 검색되지 못하게 &#39;원천봉쇄 차단&#39;하고 있으니 여러분께서 여러분의 영혼을 죄로부터 지키고  천국을 들어갈준비를 직접 노력하시길 기도합니다. (회개와    거룩함    사역회)로 이메일 주소로 (이름과 연락처 보내주시면 됩니다), 메시야께서 곧 오십니다.모두 회개하시고 거룩함으로 합류하시고 들어오셔서 천국을같이 들어가도록 준비합시다. 이제 지구에 끝날의 시간이 다 됬기때문입니다.<br><br>이멜주소:<br>parkhsa@<a href=""http://gmail.com/"">gmail.com</a>,<br><br><br><br><br>(월,목,토   새벽2시에  선지자님 말씀이 있으니 꼭 들으시고 천국을 준비하십시요.)...........! <br>유투브 검색 .. 영어로 &#39; 아더박채널 &#39;검색    &#39;구독 &#39;  눌르고 알람 실시간   들으세요. <br><br><br><br>.<br>.<br>.<br>.<br>YouTube에서 &#39;치유집회 - 하나님의 사자, 기적을 행하는 권능에 선지자, <br><a href=""https://youtu.be/rBtBkeYWZcU"">https://youtu.be/rBtBkeYWZcU</a><br><br><br>하나님의권능에 사자, 두증인, 두선지자님에 말씀을 항상 귀담아 듣고 회개하고 거룩하게 살아가는자는 천국을 들어갑니다. 그러나, 듣지않고, 농담으로 여기거나 무시하는자는 하나님에  심판이 기다립니다.<br><br>YouTube에서 &#39;회개와   거룩함   사역회 <br><a href=""https://youtu.be/y_j5cJdHnw0"">https://youtu.be/y_j5cJdHnw0</a><br><br><br><br><br>Global Friday Revival Service, October 30, 2020 <br><a href=""https://youtu.be/_g2sahBPjCE"">https://youtu.be/_g2sahBPjCE</a><br><br><br><br><br><br><br>스펠링을 모두 붙여서 유투브 검색해야 나옵니다.(   아   더   박   채    널   )<br>유투브에서 모두 링크를 막았네요...여러분이 검색하셔서 찾으세요.  여러분의 영혼에 목숨이 걸린 중대한 일입니다. <br><br>스펠링을 단어를 모두 붙여서 유투브에 검색  하시면 됩니다. ( A R T H U R  P A R K C H A N N E L )<br><br><br><br><br><br><br><br><br><br>YouTube에서 &#39;Days of Elijah : Paul Wilbur, 지금은  &quot;두증인 &quot;  모세와 엘리야께서 마지막시대를 회개하고 거룩하게 살고 휴거를 준비하라. 하나님의  권능으로 메시야께서 오심을 증거하시는 때입니다...!<br><a href=""https://youtu.be/rJwLHkZxUps"">https://youtu.be/rJwLHkZxUps</a><br><br><br>예수님께서 곧, 오십니다. 누구든지 (진심으로 참회개하고 날마다 예수님에 보혈의권능에 죄사해주시는 능력를 의지하고 십자가를짊어지고 예수님을 따르며 인격과 성품이 거룩하게 변화되어 거룩한행실이 나타나지않으면 지옥갑니다. 회개하고 거룩하게 &quot;개과천선&quot;하여져서 거듭나서 살아가십시요. 예수님처럼 거룩한성품으로 변화시키지않으면 입으로만 주둥이로만 믿는것이고  지옥갑니다.  참회개로써 거듭나서 선한양심으로 돌이키십시요.그렇지않고 하나님영께로 순종하지않는다면  지옥갑니다.<br><br><a href=""https://youtu.be/Iy_JCmarSh8"">https://youtu.be/Iy_JCmarSh8</a><br><br><br>사람이 사탄마귀루시퍼(뱀)의   꼬임의 말에 순종하여 &quot;선악과&quot;를 훔쳐먹고 하나님께서 먹지말라는 경고를 불순종&quot;함으로  지옥으로 들어갈수밖에 없는 운명이었지만, 긍휼과자비가 많은신 하나님께서 하나님의 하나밖에없는 독생자를 모든사람들을 대신해서 십자가에 죽게하시고 구원하여 놓으셨습니다. 이제 누구든지 참회개하고 거룩하게 살고 하나님께 순종하는자는 영원한천국을 들어갈수있게 되었습니다. <br><br><a href=""https://youtu.be/o81xmYxNtT4"">https://youtu.be/o81xmYxNtT4</a><br><br><br>에덴동산에서 첫사람 &quot;아담과 하와&quot;때에 사탄마귀의 꼬임으로 &quot;선악과일&quot;을 하나님께서 사람에게 말씀했던 선악과를 먹으면 죽으니까 절대로 먹지말라. 라고 사람에게 하나님께서 명령하신 말씀을 사람은 어기게되고 하나님의것을 훔쳐서 먹게되어 모든사람은 죽어서 반드시 심판을 받고 천국과 지옥을 들어가는 운명에 놓여있습니다.  죽음으로 끝나는것이 아니고, 이세상에서 하나님영께 진심으로 회개하고 어린양의보혈에 피의 거룩한옷을 입고 내이웃을 사랑하고 회개에합당한삶을 거룩하게 살고 믿음을 지키기위해서 예수님처럼 십자가를 짊어지고 죄의성질을 버리고 살아왔는지를 심판날에 심판을 하시는것입니다.  <br><br>한번 죽는 것은 사람에게 정해진 것이요 그 후에는 심판이 있으리니 (히브리서 <a href=""https://www.youtube.com/watch?v=tx4bZDM_mok&amp;t=9m27s"">9:27</a>~ )<br><br><br>. “진실로 너희에게 이르노니 네가 호리라도 남김이 없이 다 갚기 전에는 결단코 거기에서 나오지 못하리라”(마태복음 <a href=""https://www.youtube.com/watch?v=tx4bZDM_mok&amp;t=5m26s"">5:26</a>~ ) <br><br><br>영접하는 자 곧 그 이름을 믿는 자들에게는 하나님의 자녀가 되는 권세를 주셨으니 (요한복음 <a href=""https://www.youtube.com/watch?v=tx4bZDM_mok&amp;t=1m12s"">1:12</a>~)<br><br><br>사람은 죄의 피가 육신에 성격에 혼속에 죄의피가 들어가있기 때문에 ..원래부터 부모의말씀을 듣기싫어하고 하나님께 순종하기 싫어하고 죄가 있어도 없는척 숨기고 감추려는 저질적인 성격과 회개를 하기를 싫어하고 오히려 회개를 하라고 외치는 사람들을 싫어하고 하나님을 싫어하는 본성적인 저질의 성격이 사람들 육신과 혼속에 아담과하와가 선악과를 몰래먹었을때부터 죄의 저질적습성이 유전되어져서 들어있습니다. 그러나, 반드시 하나님은 모든 사람은 죄를 하나님영께 회개기도로써 무릎끓고 회개 자복하고 선한양심으로 변해서 거룩하게 죄짓지말고 살것을 명령했습니다.<br><br>&quot;현대교회들처럼  입으로만 예수믿었으니 천국가겠지 , 그까짓꺼      작은 죄쯤 조금지어도 회개없어도 예수께서 다 용서했다는데 그까짓꺼 작은죄쯤이야....작은죄쯤은  짓고 살아도 죄의성격과 죄의성질을 죽이고 살지않아도 천국 들어가겠지.........!, ...이러한 스스로 천국갈것처럼 스스로를 위로하고 자만하고 자위하며 살아가며 안일한 자세에 있는 현대적 변질된 헛된믿음의 회개치않는 자기만족 현대교회들은 대부분 지옥을 향해 달려왔습니다 .&quot; 예수만 입으로 믿는다고 말하면 어떻게 맘대로 꼴리는데로 살아가도 천국갈것이란 생각은 지옥행입니다. <br>지금이라도 빨리 현대교회는 변질된 믿음을 철저히 하나님께 회개하고 통회하고 자복 반성하고 지금이라도 죄의성질과 죄의성격을 억눌러서 회개치않으려는 저질적인 자존심을 단번에 굴복시키고 하나님영께 엎드리고 죄를 버리고 예수님만을 나의 마음안에  나의양심과 혼속에 참주인과 왕이되시게 매일매일 회개기도로써 예수님을 구세주로 임금과 왕으로 주인으로써 인격적으로 영접 하여 맞아들이시고 인간목사또는 인간교황을 인간을 우상화하는짓들을 우상숭배하는 짓들은 모두 버리고 , 오직 하나님 영님께 엎드리고 굴복 복종하여 각자각자 마음양심속안에서 하나님영을 버리지말고 항상 양심과 마음안에 넣고 영접하여 살아가십시요. 성경말씀대로 죄를 예수님의 힘과 성령의힘으로써 죄의성격과 죄의성질을 눌르고 저질적인 고집이쎈 잘못된 저질적인 성격 자존심, 자아를 성령으로써 십자가에 저질적인 모든 더러운 기질들을 못박아서 자기의 마음을 통제하고 지배하여 다스리시고 &#39;개과천선&#39;하여져서 내이웃을 사랑하고 하나님만을 목숨을 다해 섬기고 살아가야지만 천국 들어갑니다. 하나님만을 경외하고 두려워하고 공경하고 섬기며 높여드리십시요. 그래야지 천국들어갑니다..........!"
